 ,Area,Mean,Min,Max
1,1.491,15510.375,10492,27581
2,0.533,6381.110,5142,9526
3,1.440,14660.548,7853,35686
4,1.491,14975.862,6721,38987
5,1.587,16156.188,8656,34581
6,1.554,9430.105,7219,16803
7,2.368,9603.562,5659,18687
8,1.293,8042.123,5660,19758
9,2.125,19996.494,10681,61302
10,1.444,12769.945,7379,25363
11,1.583,12919.525,7287,24591
12,1.554,12019.165,8209,23133
13,1.675,14500.088,7419,39403
14,2.553,9231.360,5878,16540
15,3.624,9023.100,6349,17216
16,3.620,22331.440,9799,45187
17,3.363,21769.963,10423,42216
18,2.125,11730.374,7601,25691
19,1.172,16083.323,8002,31959
20,2.351,10989.648,6594,22024
21,1.491,21334.180,10062,38827
22,1.764,19145.398,12009,34076
23,4.241,7682.329,5717,11192
