 ,Area,Mean,Min,Max
1,1.604,29636.026,13552,80690
2,1.558,27519.102,14948,120472
3,1.932,21469.335,14330,35218
4,2.557,64468.885,32157,129307
5,0.651,30135.877,19286,51425
6,1.323,24203.711,16437,36465
7,2.121,25362.921,16975,43761
8,1.230,23291.481,16030,36330
9,1.495,24774.045,15940,57154
10,1.339,18085.451,11018,40119
11,1.360,45706.491,22841,90459
12,1.701,36050.227,17924,67366
13,1.944,27611.521,18283,50411
14,2.444,23785.498,15630,55214
15,1.617,22759.306,15878,37465
16,1.491,27577.276,17087,73552
17,0.537,27887.102,17773,45888
18,1.327,27116.203,15586,95881
19,1.331,18572.502,12871,37060
20,1.692,21159.320,12514,36548
21,2.297,27585.788,12566,78892
22,1.793,25747.930,16485,44987
23,2.377,24222.751,15637,49271
24,0.894,38599.160,19248,79595
