 ,Area,Mean,Min,Max
1,1.214,59296.830,38823,76891
2,1.277,72470.924,38965,108180
3,1.680,61156.507,39257,81637
4,0.995,98165.139,39178,163653
5,0.911,61722.032,39284,81295
6,2.213,87194.004,38980,141240
7,1.205,72594.753,39193,117796
8,1.151,60436.007,38927,83363
9,1.285,60175.314,38835,91738
10,1.545,72135.524,39193,105843
11,1.142,50583.184,38826,62693
12,2.356,72610.888,38904,113969
13,2.595,81382.183,38886,140490
14,2.650,84409.477,38914,152248
15,1.260,62400.677,38893,95194
16,1.650,61854.712,38934,90368
17,1.335,63463.682,38873,91801
18,1.104,83440.722,39196,149837
19,1.314,70319.725,38870,102790
20,2.393,92081.446,39132,165531
21,1.197,78493.751,38877,139981
22,1.419,68876.089,38869,106483
23,1.625,66725.537,38899,113343
24,0.974,69938.435,38953,112536
25,1.386,62971.967,38881,108538
26,1.134,67806.785,39891,101170
27,1.344,57640.878,38913,101823
