 ,Area,Mean,Min,Max
1,1.109,69108.462,28544,155989
2,1.256,41430.819,28618,80007
3,2.137,49591.029,27691,88964
4,1.965,69167.017,28782,118502
5,1.201,58826.154,28869,95305
6,2.662,52731.937,28519,81400
7,1.214,37919.048,28585,49925
8,2.368,47962.252,28499,74592
9,1.050,52542.620,28588,84916
10,0.953,35611.982,28502,46531
11,2.822,59693.025,28600,101192
12,0.899,48064.729,28632,66589
13,1.335,42839.648,28534,65986
14,1.323,49463.708,28518,78061
15,2.011,60950.925,28511,115286
16,0.941,91328.688,28507,196915
17,1.239,46832.786,28510,68481
18,1.440,50912.385,28606,82543
19,1.235,45721.707,28549,72509
20,1.134,37368.815,28543,55512
21,1.373,37710.502,28510,56922
22,1.222,43428.034,28522,57861
23,1.453,39824.714,28682,58191
24,1.827,48306.970,28523,70797
25,0.752,38799.045,28527,53521
26,2.112,57489.964,28553,90201
27,1.004,45799.837,28573,65077
28,1.730,48553.726,28499,71622
29,2.284,59905.279,28678,96969
30,0.584,39816.712,28525,65441
31,2.633,66571.131,28785,114168
32,1.201,51426.682,28567,102049
33,0.945,40909.431,28596,57999
34,2.645,42832.079,28542,73529
35,4.098,50140.338,28608,92242
36,2.519,40560.113,28510,79652
