 ,Area,Mean,Min,Max
1,1.444,42989.009,30809,69297
2,0.764,35505.253,30887,43142
3,2.003,62731.115,30983,98978
4,2.452,60319.116,30945,99324
5,1.768,46313.914,30874,69328
6,3.111,57149.142,30823,107908
7,2.948,50000.031,30803,81920
8,3.040,50990.964,30830,146531
9,1.142,45264.195,29895,64741
10,2.603,44629.034,30811,65527
11,2.263,50905.278,30923,78490
12,2.037,50472.678,30810,89123
13,2.091,63093.504,30980,103107
14,1.218,53024.948,30999,95132
15,1.570,50742.858,30808,76734
16,0.999,75768.752,30857,140941
17,3.229,47147.715,30899,71532
18,1.138,57739.594,30860,90662
19,2.524,61477.785,30916,105482
20,1.881,48598.931,30819,80527
21,1.415,92800.703,31131,251560
22,1.004,43023.176,30848,68269
23,2.074,54883.781,30830,86887
24,2.301,74594.580,30858,148088
25,2.330,73908.879,30808,123411
26,0.504,39285.642,25322,56407
27,0.542,46641.302,30869,92504
28,1.764,56257.843,30938,90534
