 ,Area,Mean,Min,Max
1,0.680,34490.741,28032,44923
2,1.407,43144.851,28018,57584
3,1.537,50531.467,28050,79130
4,1.461,42454.032,28034,62087
5,1.201,47029.692,28069,74737
6,1.411,44626.685,28097,69056
7,1.999,53430.355,28081,115706
8,1.423,43505.230,28061,58961
9,2.196,57417.826,28076,89368
10,1.428,48684.429,28045,75171
11,1.369,54138.000,28023,80454
12,1.407,44600.875,28062,65074
13,1.612,47952.135,28104,82722
14,1.881,51241.230,28231,89788
15,1.411,48441.896,28088,78781
16,1.180,47659.260,28104,71029
17,1.633,58261.406,28070,98333
18,1.482,50237.742,28159,70974
19,2.163,64449.443,28040,109890
20,1.075,39128.914,28038,54213
21,1.402,53585.775,28025,87885
22,0.823,42026.214,28104,74491
