 ,Area,Mean,Min,Max
1,0.991,7208.945,3909,16370
2,1.709,11089.012,6782,23197
3,1.663,9361.826,6520,17634
4,1.104,11718.076,6835,22826
5,0.760,10430.188,6329,17202
6,4.086,16842.132,8268,33077
7,1.096,7948.410,5869,11021
8,1.608,9867.548,7281,15409
9,2.435,13884.393,7316,29680
10,1.747,12228.267,7254,24110
11,2.620,15500.715,9271,29971
12,2.910,11828.968,7643,31498
13,0.668,15224.616,9305,26014
14,2.801,17797.547,10617,30686
15,1.407,9216.239,6827,14410
16,2.822,8950.144,6587,13671
17,0.697,13711.229,9574,21518
18,2.536,14519.571,8549,26263
19,3.716,12542.780,6574,30976
20,1.885,20634.650,10136,39669
21,1.776,10500.901,7559,23329
22,2.855,11787.307,7737,22269
23,0.600,10389.371,7138,14039
24,1.323,7733.914,4736,14563
25,0.739,8379.460,4473,14520
26,1.554,8106.438,5708,13404
