 ,Area,Mean,Min,Max
1,2.482,58114.706,28873,95204
2,2.028,59904.990,29072,109387
3,1.268,41120.808,28929,55079
4,1.298,58551.696,28953,94739
5,1.638,48508.849,28958,79800
6,1.411,38208.795,28908,66962
7,1.373,49067.040,29088,74736
8,0.983,38670.077,28928,51764
9,1.579,48691.354,28870,75009
10,1.428,48314.503,29114,75095
11,1.654,57120.497,28927,94597
12,1.243,64762.372,28925,103466
13,1.415,52346.460,29027,84940
14,1.432,51801.323,28972,84066
15,1.814,49047.657,28877,88603
16,3.028,54592.202,28889,99201
17,1.734,47250.358,29012,94020
18,2.444,61160.266,28887,115513
19,2.188,55243.923,29203,89130
20,2.104,43902.050,28885,71297
