 ,Area,Mean,Min,Max
1,2.435,19201.922,11821,43828
2,1.906,23280.980,13443,35391
3,1.953,21540.991,15654,34995
4,1.638,21352.149,12273,38607
5,1.856,17108.310,12642,31469
6,1.671,18270.608,13015,35242
7,1.751,21815.971,14446,67937
8,1.978,26042.820,14254,93958
9,2.314,21966.118,14696,34807
10,1.978,19314.452,13202,30113
11,3.666,24770.896,13188,61383
12,2.402,27634.037,17244,58383
13,2.927,23939.684,13023,56690
14,3.065,20325.901,14620,35624
15,0.508,23977.545,15204,57550
16,1.927,20810.481,12163,29583
17,1.906,41797.280,21906,88867
18,1.172,15111.935,11770,22211
19,1.629,22467.778,14202,58730
20,1.222,26653.540,15790,62194
21,1.079,14368.658,11852,21154
22,1.625,18162.279,11681,30110
23,1.768,20579.240,14091,32808
24,1.289,21402.912,14168,41304
25,1.537,17836.399,13650,23714
