 ,Area,Mean,Min,Max
1,0.726,24475.098,17108,36109
2,1.604,20593.034,13921,37642
3,1.696,20490.525,12544,35642
4,1.113,19867.883,13538,45827
5,1.453,17287.116,11032,33839
6,2.566,21396.674,13473,51517
7,1.717,39703.648,22641,71984
8,1.314,18842.575,11487,39980
9,1.243,22730.733,13952,43352
10,1.965,29173.451,15158,60405
11,1.256,16872.328,11658,33404
12,1.402,33113.808,16695,55806
13,1.953,16310.783,10421,33168
14,1.100,13360.607,10212,19965
15,1.356,18525.669,11320,38705
16,1.575,15507.744,10825,28086
17,1.310,23163.401,13876,50156
18,1.659,21832.810,13207,39153
19,2.410,30882.211,15660,79363
20,1.604,25272.950,15557,49597
21,1.562,25257.398,14416,41228
22,0.857,17714.363,12085,29010
23,1.667,25359.388,16533,55810
24,1.398,25624.553,14071,72542
25,2.511,30618.977,19420,57282
26,2.184,24324.254,14876,40179
27,1.730,26610.718,15043,101446
28,2.519,19948.952,13087,40389
