 ,Area,Mean,Min,Max
1,1.491,41004.406,27815,61713
2,0.533,34140.724,29952,48416
3,1.440,45454.682,29916,71491
4,1.491,40790.146,29889,59284
5,1.587,50715.937,29899,81513
6,1.554,43258.949,29968,62448
7,2.368,53603.085,29876,99197
8,1.293,40129.552,30059,52267
9,2.125,73826.229,29901,115992
10,1.444,42574.750,28614,72753
11,1.583,46361.162,29891,66293
12,1.554,52272.381,30068,84974
13,1.675,50746.817,29888,87117
14,2.553,56387.049,29924,90599
15,3.624,74157.745,29884,163785
16,3.620,61145.233,28876,117893
17,3.363,42319.009,27146,75594
18,2.125,55708.727,29898,84028
19,1.172,39650.634,29912,81626
20,2.351,68791.741,29910,127046
21,1.491,47444.972,29975,81893
22,1.764,74159.679,29947,133051
23,4.241,43294.358,29890,66257
