 ,Area,Mean,Min,Max
1,1.554,47584.216,26836,71520
2,1.033,36612.008,26782,48446
3,1.079,41257.735,26768,63703
4,1.684,45901.469,26775,71512
5,1.999,58898.391,26832,107240
6,2.129,43572.028,26779,74396
7,1.348,43491.788,26768,73097
8,2.016,42798.144,26790,65663
9,1.642,42788.238,27029,58268
10,1.428,48893.694,26768,89103
11,1.734,51158.545,26804,92591
12,1.776,40337.657,26910,57479
13,1.465,42073.871,26827,74438
14,2.944,54374.398,26866,86103
15,1.953,37264.856,26994,55625
16,2.133,57520.470,26810,98072
17,1.449,53232.316,26768,102647
18,1.969,50015.896,26877,108142
19,1.579,63843.856,26849,140522
20,0.831,35457.172,26763,54692
21,1.797,44668.974,26820,68428
22,1.810,39857.109,27143,54217
23,2.885,58504.405,26788,109646
24,1.167,39284.004,26827,57120
