 ,Area,Mean,Min,Max
1,1.944,43402.026,28620,76672
2,0.642,37308.235,28759,59733
3,1.096,40191.946,28742,53734
4,2.356,44968.979,28658,91917
5,2.700,63948.947,28625,113261
6,1.146,50331.051,28772,74666
7,1.516,48628.593,28650,79732
8,1.663,51554.066,28670,81975
9,2.204,59676.842,28679,99460
10,2.108,43876.068,28620,63292
11,2.200,41703.828,28727,69945
12,1.348,39673.452,28760,54834
13,2.431,49425.903,28664,77615
14,1.512,49051.033,28674,70077
15,2.003,38750.878,26506,64350
16,4.841,61003.670,23860,145352
17,1.432,36313.545,28701,59626
18,1.579,50218.455,28622,87375
19,1.789,54451.181,28641,90120
20,1.549,51793.146,28637,86539
21,1.197,49789.877,28951,74154
22,1.503,54023.466,28701,87436
23,1.562,48890.086,28668,74486
24,1.646,48245.158,28658,92089
25,1.075,41105.711,28624,55742
26,2.503,70561.295,28639,131041
27,1.944,49158.389,28624,77913
28,2.406,45549.213,28628,70652
29,0.596,37563.345,28729,62872
30,1.642,41642.148,28618,73061
