 ,Area,Mean,Min,Max
1,3.069,56316.446,31238,90038
2,2.616,51990.371,31118,76076
3,1.386,48378.961,31214,101232
4,1.512,44204.811,31169,68169
5,1.642,54383.187,31122,86149
6,2.427,55404.825,31170,89277
7,1.772,62037.028,31120,95216
8,1.193,42584.602,31201,61208
9,1.339,44466.270,31133,65669
10,1.696,46945.653,31131,70813
11,0.932,91482.095,31167,206213
12,1.159,42532.562,31121,59786
13,2.914,43637.013,31111,81586
14,2.645,79088.937,31129,167147
15,1.827,46891.805,31127,67823
16,2.368,69814.402,31218,115819
17,2.511,63903.883,31175,111084
18,2.927,52844.683,31135,82964
19,2.045,40853.448,31130,55084
20,0.697,63506.584,31166,96613
21,2.767,61394.129,31201,128783
22,1.331,47772.025,31189,66620
23,0.869,42907.034,27581,66787
24,0.584,47509.784,31288,78214
25,2.847,78442.358,31363,157428
26,1.696,50962.676,31123,86151
