 ,Area,Mean,Min,Max
1,1.235,52140.418,35313,77870
2,1.449,57967.052,35778,77442
3,1.407,55084.543,35474,83907
4,1.419,61121.322,35390,98238
5,1.415,50668.187,35370,69091
6,1.419,71082.021,35324,114808
7,1.491,56456.811,35335,80457
8,1.331,60480.252,35567,84952
9,2.070,53840.578,35365,85056
10,1.310,55863.292,35450,80324
11,1.625,56012.553,35396,98554
12,1.386,68512.964,35337,103181
13,1.377,58556.979,35348,78137
14,1.058,55874.056,35350,75001
15,1.478,65537.062,35400,102937
16,1.197,51963.446,35368,72397
17,1.419,73539.027,35646,138482
18,1.881,63851.089,35478,97852
19,1.587,61166.865,35483,93256
20,2.393,91856.993,35335,179308
21,2.230,75349.424,35451,136175
22,1.680,60301.308,35329,94995
23,2.469,77915.993,35352,135839
24,2.007,81782.789,35366,141765
25,1.419,72899.027,35408,148499
26,1.381,53122.565,35761,83313
27,1.671,75117.093,35344,118047
28,1.394,66077.633,35491,99319
29,1.507,66312.262,35315,121351
30,1.285,54070.062,35442,74245
31,2.070,63494.049,35373,115952
32,1.520,52310.522,35393,74104
33,1.810,71373.206,35335,116333
34,1.621,56969.104,35314,87679
35,1.743,49793.007,35450,71527
36,1.222,65626.134,35362,112111
