 ,Area,Mean,Min,Max
1,1.029,42788.653,30635,62095
2,2.666,45534.535,30666,81646
3,1.226,47020.842,30715,66033
4,1.365,44762.345,30642,62873
5,2.435,57553.060,30653,96770
6,1.390,50716.891,30770,85871
7,2.225,51130.185,30645,75544
8,1.402,47067.326,30620,69517
9,1.411,48526.286,30623,113214
10,1.281,39328.364,30695,64235
11,2.230,68834.292,30682,124879
12,1.423,54719.917,30651,105845
13,1.176,53299.007,30668,95336
14,1.843,62329.560,30937,97948
15,0.941,57796.000,30768,93014
16,1.810,46299.954,30635,77109
17,0.899,44075.678,30867,59455
18,1.776,68510.324,30661,112073
19,1.272,52207.868,30742,86207
20,2.192,60247.906,30756,99837
21,1.268,49749.546,30859,81438
22,1.214,51021.619,30629,78078
23,1.864,60194.225,30627,135035
24,1.667,47460.980,30642,69538
25,1.163,47853.606,30728,68744
26,2.792,68217.708,30669,136161
