 ,Area,Mean,Min,Max
1,0.768,70318.328,58347,92639
2,1.902,93486.241,58391,128671
3,1.537,87029.470,58382,118923
4,1.226,91682.932,58914,131489
5,2.532,126489.365,58378,217648
6,1.738,104823.041,58396,176006
7,2.020,117540.247,58363,173415
8,1.062,89966.723,58619,159424
9,1.709,92573.103,58577,128085
10,1.822,116278.276,58535,182876
11,1.848,125778.134,58486,211506
12,1.041,149063.879,59441,274474
13,1.318,120221.847,59256,230356
14,1.025,83219.525,58686,113998
15,1.608,86660.151,58357,132155
16,1.058,83367.552,58484,113324
