 ,Area,Mean,Min,Max
1,1.915,55717.009,29039,98686
2,1.130,45965.855,29011,67040
3,0.600,43689.986,29272,74651
4,1.100,51368.015,29186,94114
5,2.666,58177.624,28548,109427
6,1.696,46485.921,29029,67329
7,1.025,74305.799,29196,167049
8,1.394,46104.554,29014,67882
9,1.591,49245.580,29193,67947
10,1.172,42524.649,29015,56338
11,0.999,47713.861,29407,71069
12,2.637,59135.740,29056,104687
13,1.289,47786.199,29169,73204
14,1.306,36462.006,29110,48302
15,1.247,55360.613,29031,79154
16,1.474,44728.917,29022,68340
17,0.966,48493.009,29076,68880
18,1.046,50309.394,29098,77275
19,1.650,49940.636,29021,79741
20,2.225,59516.108,29066,108340
21,2.797,56964.344,29120,110279
22,1.046,45291.482,29019,65684
23,2.469,60175.991,29089,107960
24,1.587,47639.960,29026,77705
25,2.662,58620.155,29087,98654
26,1.625,52062.000,28106,87601
27,1.621,53173.028,29177,77422
28,0.626,49852.839,29819,95001
29,1.335,40492.336,29459,60968
30,1.289,38011.853,29079,52373
31,1.176,55143.961,29046,95557
