 ,Area,Mean,Min,Max
1,1.306,127346.084,72104,187979
2,1.352,108646.373,72210,155228
3,1.235,122829.153,72131,176289
4,1.197,113450.968,72216,163122
5,1.528,134359.997,72201,220890
6,2.028,169441.876,72439,295187
7,1.033,101659.545,72158,148139
8,1.167,113060.050,72794,161086
9,2.990,141717.322,72192,282061
10,1.146,133338.868,72334,212049
11,1.369,126720.408,72348,179268
12,2.305,158402.840,72115,255590
13,1.298,135771.754,72107,207921
14,1.323,155726.752,72750,256482
15,1.281,152872.980,72350,250524
16,1.600,131161.276,72360,225851
17,1.394,118213.834,72113,174739
18,0.579,93853.993,72158,152703
19,2.188,157829.526,72210,278086
20,1.810,133310.002,72180,205931
21,1.277,93697.487,72213,114048
22,1.583,136177.252,72456,234027
23,2.116,133578.782,72253,212820
24,1.268,114788.801,72455,166940
25,2.574,178396.254,72161,326826
26,1.335,102036.022,72109,145532
27,2.557,119825.409,72403,204026
