 ,Area,Mean,Min,Max
1,1.398,47867.916,30903,67743
2,1.915,58874.917,30934,100000
3,1.423,46920.209,30847,73639
4,1.806,48043.716,30874,80386
5,2.011,66895.658,30891,103968
6,1.705,46044.611,30851,65461
7,0.999,42007.634,29863,72324
8,1.369,38906.920,30853,53353
9,1.461,51685.724,30851,68001
10,1.625,59468.333,31352,103108
11,1.549,40374.279,30872,55754
12,1.260,60754.103,31061,103659
13,1.243,51494.260,30861,101511
14,1.180,56604.246,31087,89144
15,1.520,51789.254,31103,79690
16,2.587,64705.959,30862,142485
17,1.785,49618.264,30857,73158
18,1.125,57548.149,31075,89937
19,1.415,44567.926,30999,62954
20,1.029,52149.135,30906,82150
21,1.470,47686.343,30950,66806
22,0.995,44838.819,30896,58866
23,5.837,68204.845,20891,144768
