 ,Area,Mean,Min,Max
1,1.046,46370.880,31057,65040
2,1.327,52101.598,30918,73859
3,1.877,65541.870,30847,106915
4,1.730,42174.592,30861,59480
5,1.428,53999.941,30831,84328
6,2.083,47222.280,30889,74263
7,1.650,48222.267,30846,70211
8,2.377,57786.530,31056,91066
9,2.477,66464.936,31004,125941
10,2.570,76914.087,31021,153603
11,0.542,39815.690,30897,54239
12,1.113,51653.849,31029,97600
13,1.638,52828.346,30858,85986
14,0.567,47587.422,30942,70937
15,1.285,54123.190,30911,107314
16,1.457,50114.991,30924,73341
