 ,Area,Mean,Min,Max
1,0.726,40552.977,29144,75714
2,1.604,46184.217,29107,73202
3,1.696,44147.401,29090,71783
4,1.113,50406.789,29260,81995
5,1.453,44064.142,29196,70876
6,2.566,60340.249,29077,109896
7,1.717,59732.469,29119,114246
8,1.314,50445.393,29079,72934
9,1.243,48073.304,29217,71623
10,1.965,62328.998,29130,111122
11,1.256,41311.769,29254,56165
12,1.402,53297.775,29114,82517
13,1.953,42490.606,29137,68843
14,1.100,44715.721,29131,59753
15,1.356,44562.310,29094,70022
16,1.575,52413.208,29111,78934
17,1.310,49646.093,29149,71822
18,1.659,54810.628,29198,87006
19,2.410,67042.287,29081,110430
20,1.604,52326.063,29225,78032
21,1.562,44226.102,29090,61035
22,0.857,63011.706,29119,140162
23,1.667,41208.078,29107,58972
24,1.398,46398.381,29122,67297
25,2.511,62913.435,29305,108029
26,2.184,45867.238,29084,62527
27,1.730,50301.223,29182,89293
28,2.519,60124.867,29296,98920
