 ,Area,Mean,Min,Max
1,0.936,15456.395,9155,23924
2,0.836,7709.935,5576,16912
3,0.999,10659.550,5107,18306
4,1.054,16930.637,9722,25809
5,1.902,16572.620,9345,28461
6,0.714,6407.459,4024,10989
7,1.121,6972.547,4660,15708
8,0.827,15801.305,9315,29379
9,1.810,15055.336,8813,27015
10,1.323,11982.394,6851,21220
11,0.760,13511.199,7274,21617
12,1.256,18860.923,9429,48348
13,1.667,19704.355,9342,33625
14,1.390,17287.553,8874,32796
15,2.213,29762.918,15151,51925
16,1.327,6284.209,4510,13109
17,1.457,29202.147,12921,63650
18,1.457,9775.037,7162,15287
19,2.112,15829.537,9115,30919
20,1.915,14017.118,6832,33379
21,1.394,28814.283,14324,46889
22,1.193,9808.405,5807,24423
23,1.759,14563.730,6239,28091
24,1.125,12562.940,8177,18073
25,1.298,16578.097,9703,32736
26,1.117,17871.868,7979,29933
27,1.377,18755.628,10847,31729
28,1.533,27876.847,13808,43858
29,0.983,8399.269,4555,21137
30,1.298,17590.434,7102,95012
31,1.226,9332.887,6223,16864
