 ,Area,Mean,Min,Max
1,3.090,10535.420,6109,20843
2,1.289,12836.909,9321,22227
3,2.347,10707.014,7502,15655
4,2.225,13088.715,8570,31974
5,1.776,11519.655,7923,28305
6,2.204,16533.846,11417,26718
7,2.125,12476.970,8591,22953
8,2.100,10872.774,7476,18251
9,0.886,8173.403,6132,11968
10,2.629,12019.649,8170,19845
11,1.193,9598.722,7594,16545
12,2.293,13287.368,8601,25161
13,1.709,26669.263,14458,53022
14,1.906,15067.438,10074,42878
15,2.860,14593.305,9118,29729
16,1.335,13579.330,10334,20014
17,1.457,10068.695,7499,14982
18,4.010,15895.427,8032,30119
19,1.507,13457.905,9972,20005
20,1.390,15328.314,10909,31567
21,2.826,19471.562,11757,48667
22,1.621,13572.782,9275,30369
23,2.221,11822.798,8254,21585
24,1.608,12368.804,9205,24839
