 ,Area,Mean,Min,Max
1,0.714,95125.524,66463,147216
2,0.668,82597.667,67217,103553
3,1.386,113130.876,66010,185635
4,2.255,142183.480,66007,279486
5,0.966,85745.039,65951,120868
6,1.142,101411.511,66382,142832
7,2.053,128107.176,65988,207929
8,1.172,110795.477,65965,167580
9,1.037,103732.073,66015,139334
10,1.100,118836.683,66415,179273
11,1.415,111280.125,66114,190304
12,1.423,103110.820,66744,154825
13,1.428,114215.550,66153,171055
14,1.323,122928.676,66443,196704
15,1.512,113275.178,66051,171920
16,1.348,94564.171,66105,124901
17,2.755,152283.506,65946,311779
18,2.385,133141.430,66043,242738
19,1.419,135373.470,66324,214002
20,1.239,102274.058,65963,192082
