 ,Area,Mean,Min,Max
1,1.323,11304.229,5382,17596
2,1.251,13798.074,6267,36296
3,1.591,15288.319,8733,20982
4,1.344,12659.847,7739,19149
5,1.083,12708.787,6565,33574
6,1.327,15583.699,7238,23600
7,1.230,9359.229,5830,17929
8,1.260,7453.560,4471,12399
9,1.235,13581.003,8063,26642
10,1.717,12116.186,5989,21253
11,1.033,9993.215,6509,16345
12,1.235,13430.415,5794,21563
13,1.373,6206.514,3898,13827
14,1.680,7006.677,4381,18261
15,1.520,9854.633,5490,20485
16,0.978,5589.064,3500,9346
17,1.243,8541.780,6042,10258
18,2.339,14009.697,5921,24406
19,1.835,15040.295,5796,27884
20,1.096,10610.847,6843,20056
21,0.840,14384.680,5198,20885
22,1.911,12145.787,6555,24983
23,1.654,17476.442,7879,26456
24,1.083,6660.484,4291,13786
25,1.239,13843.315,6626,24736
26,1.432,15377.364,9101,26589
27,0.957,9062.987,5088,17384
28,2.142,15268.084,5993,25107
29,1.940,14088.054,5852,34608
30,2.045,7983.969,5017,13880
31,1.444,14127.201,6237,32486
32,2.326,13274.170,5237,39579
33,1.130,6723.528,4750,12057
34,1.159,14641.181,9551,38458
35,1.054,9652.012,5844,16434
36,1.381,7829.888,5605,14806
37,1.146,11321.121,6496,26610
38,1.751,6177.741,3872,13266
39,1.281,11651.580,6015,25704
40,2.074,17806.379,10097,43255
41,1.684,10957.908,7001,18189
42,1.465,15781.238,9561,25068
43,1.130,10459.929,6210,19404
44,1.209,6528.264,4248,10415
45,1.348,13905.470,7430,25320
46,1.478,12879.463,6153,21838
47,1.680,17778.208,11291,42235
48,1.281,16545.649,9184,29969
49,1.012,7118.988,5164,12824
50,0.915,4672.876,3585,5660
51,1.432,14485.141,6477,27148
52,1.184,15155.199,8037,56541
53,2.360,15331.454,8591,39894
54,1.096,7728.330,4555,19864
55,1.251,8479.097,5390,12847
56,1.130,10635.015,6462,17840
57,1.327,14923.528,8482,32492
58,1.327,12333.006,7570,25419
59,1.969,8776.213,6393,15743
60,1.646,11883.357,7566,72609
61,1.016,15824.483,8595,40205
62,1.272,12751.980,5088,22466
63,1.020,4940.280,3767,7086
64,1.554,8091.111,5030,14967
65,1.239,12234.485,6817,20483
66,1.167,11619.612,6480,25229
67,2.112,15045.744,5907,42483
68,1.100,14714.435,9327,25868
69,1.163,8769.029,5260,15712
70,1.125,12515.090,6664,25322
71,0.995,6160.084,3863,16724
72,1.230,11172.396,6240,19974
73,0.848,6040.658,4084,10280
74,3.137,12270.100,6431,24621
75,1.944,14726.171,7768,27478
76,1.172,12743.835,6746,22837
77,1.583,12150.321,6165,26613
78,1.331,12601.047,7241,27145
79,0.701,13707.443,9012,26840
80,2.385,14601.224,7433,31545
81,0.781,7763.210,4953,11811
82,1.272,11970.267,7153,19755
83,1.566,19912.646,10994,37358
84,1.029,13936.980,8043,32965
85,1.188,13831.322,7936,20502
86,1.020,8617.379,5501,13612
87,1.314,14165.412,7044,36037
88,1.142,11503.401,5244,19563
89,1.537,14057.052,9104,21780
90,1.193,10044.391,5365,22373
91,1.104,9761.643,6066,17324
92,1.789,5398.153,3462,12003
93,1.096,9743.854,5416,20492
94,1.104,12523.141,7450,20006
95,0.907,6837.917,4967,13101
96,1.751,12885.410,7319,28491
97,1.348,5137.470,3719,8493
98,0.974,8721.052,5148,23121
99,1.096,7980.069,4368,18213
