 ,Area,Mean,Min,Max
1,2.314,6992.025,4685,15494
2,2.356,5153.852,3264,10636
3,1.705,8030.084,4265,16408
4,1.646,10988.434,6343,22025
5,1.789,6888.695,4293,13862
6,1.831,5482.142,3183,9182
7,1.747,5254.632,3677,8128
8,2.675,8509.647,6140,20075
9,1.562,6938.067,4436,14055
10,1.352,7789.320,4460,17312
11,1.638,5014.687,3670,8817
12,1.638,7228.890,4665,12101
13,1.293,6914.244,3842,29607
14,1.419,5781.322,4065,8282
15,1.978,6364.724,4177,13344
16,2.767,6628.153,4075,13816
17,2.830,6133.927,4468,10742
18,2.809,9162.475,4903,18728
