 ,Area,Mean,Min,Max
1,0.936,49698.013,39488,60465
2,0.836,63396.146,39737,105738
3,0.999,73248.655,39847,125282
4,1.054,73601.805,39479,108135
5,1.902,79784.770,39474,128674
6,0.714,53447.676,39408,69938
7,1.121,56222.929,39735,73694
8,0.827,56938.279,39492,77432
9,1.810,82138.930,39463,140951
10,1.323,64449.479,39465,88234
11,0.760,52606.807,39401,88427
12,1.256,76590.472,39491,123378
13,1.667,70930.962,39540,109433
14,1.390,72360.523,39526,112033
15,2.213,87004.404,39740,157381
16,1.327,45218.399,39421,58307
17,1.457,70646.971,39492,118054
18,1.457,77305.865,39485,120130
19,2.112,82581.386,39860,144200
20,1.915,97896.134,39462,185354
21,1.394,71028.286,39428,115931
22,1.193,56142.130,39397,75743
23,1.759,88019.468,39422,174430
24,1.125,85378.903,39509,137264
25,1.298,74100.608,39408,121664
26,1.117,82158.669,39555,129773
27,1.377,73467.604,39623,109755
28,1.533,63883.197,39396,99969
29,0.983,69106.872,39509,97360
30,1.298,68237.042,39776,100094
31,1.226,66085.942,39958,93991
