 ,Area,Mean,Min,Max
1,1.814,13891.118,9569,30462
2,1.499,11690.252,6417,19697
3,1.310,9285.984,5731,18826
4,2.360,13816.943,7381,34115
5,1.285,22428.974,11586,37108
6,1.579,10016.410,6317,18476
7,1.020,8678.004,5012,14557
8,2.356,12711.738,7047,26115
9,1.377,9204.988,6588,17631
10,2.028,12201.698,7004,36030
11,1.428,11434.832,7336,19490
12,1.814,8359.801,5762,18123
13,1.218,13732.986,7849,24840
14,1.940,22325.896,8339,47170
15,2.393,10153.198,5639,19714
16,1.411,15480.509,8900,26775
17,1.184,11945.879,8187,18831
18,1.176,9627.300,6826,16164
19,1.226,11648.411,7040,25808
20,1.373,11160.670,6719,20796
21,1.151,13841.821,5704,24597
22,1.449,21922.388,9164,41922
23,1.088,10209.703,6542,21017
24,1.247,14489.808,8340,29279
25,1.738,10821.614,7343,20151
26,1.575,11474.181,7404,20464
