 ,Area,Mean,Min,Max
1,1.549,5659.436,3412,9658
2,1.419,3459.281,2444,6777
3,1.197,2972.663,2049,4689
4,0.731,1837.034,1347,2495
5,1.890,8059.384,4500,15958
6,1.230,3137.597,1773,6372
7,1.516,2821.501,2079,5740
8,1.348,2973.981,2169,5876
9,1.348,4171.153,2292,7398
10,1.260,2686.250,1695,6608
11,1.516,2937.283,2133,5410
12,1.982,4167.593,2608,7799
13,2.343,3388.418,2254,5362
14,1.360,3530.068,2126,5946
15,1.583,4277.358,2577,8880
16,1.016,2808.996,1964,6214
17,1.285,3054.392,1975,6557
18,1.281,4134.807,2279,6547
19,3.086,5232.631,2916,8147
20,1.755,5094.225,2767,11110
21,1.377,3026.497,1872,5495
22,1.016,2997.616,1871,5714
23,1.612,2924.706,1977,5500
24,1.591,4857.562,3016,8318
25,1.096,2821.429,2157,4102
26,1.776,2713.284,1808,4237
27,1.239,3678.302,2100,6556
28,1.058,2708.099,2003,3696
29,1.226,2860.781,1773,4588
30,2.456,4421.846,2498,7921
31,1.827,3609.763,2027,6489
32,0.932,3227.554,2241,9431
33,0.831,2304.429,1346,4359
34,1.713,5029.176,2786,8991
35,1.214,4845.028,2343,9398
36,2.146,6552.462,2909,13087
