 ,Area,Mean,Min,Max
1,0.966,25911.013,20453,36927
2,1.071,25352.933,17570,48991
3,0.802,21631.822,17532,36575
4,1.449,22894.907,17013,35126
5,0.899,36159.145,20487,69294
6,1.373,34736.459,18407,60129
7,1.172,23480.412,17087,43757
8,1.516,24224.690,16250,35230
9,2.066,48847.994,28083,147063
10,1.948,25778.435,14416,60190
11,1.407,47767.815,19737,83996
12,1.503,24282.751,16188,40321
13,2.771,21842.553,15541,39262
14,1.092,26585.062,16743,51192
15,1.965,29368.451,17718,50977
16,1.205,40427.080,23961,73826
17,1.352,42573.876,27246,75977
18,1.331,26329.536,17606,48567
19,1.596,50816.242,33714,78482
20,0.899,24203.523,16890,40183
21,1.734,33681.264,21629,77101
22,1.201,22236.483,15115,43655
23,1.226,21289.932,15205,34322
24,2.645,36578.256,25017,78528
25,1.764,32427.479,21764,53143
26,2.616,42104.722,18303,78390
27,1.142,30888.051,22242,56169
