 ,Area,Mean,Min,Max
1,1.176,3640.571,2879,5143
2,1.713,5204.154,3304,13321
3,1.226,3317.000,2368,5077
4,2.662,4059.757,2933,7803
5,1.663,4800.101,3324,10720
6,2.087,4472.889,2875,7531
7,1.310,5258.298,2842,12101
8,1.440,3493.350,2469,5279
9,2.070,7908.039,4764,13148
10,1.533,3771.208,2685,6419
11,1.579,4703.375,3125,10984
12,2.645,4805.919,3423,9902
13,1.688,7185.530,3922,17195
14,1.390,6267.480,3641,13922
15,2.053,5909.372,3984,9964
16,1.772,3827.960,2720,6347
17,3.032,4893.799,2792,12325
18,2.511,3903.470,2621,7348
