 ,Area,Mean,Min,Max
1,1.932,5285.076,3428,10739
2,1.193,4693.866,3145,8668
3,1.486,4612.890,3266,7589
4,1.587,3678.497,2588,5898
5,1.335,3738.818,2733,5790
6,0.617,5466.735,3792,7334
7,1.549,4839.986,3407,9132
8,1.407,4917.513,3576,8665
9,2.121,5020.604,3655,9311
10,1.386,4388.373,2859,6557
11,1.873,4663.574,3425,7079
12,1.491,5286.389,3247,9070
13,1.356,4203.721,3241,7173
14,1.117,4283.338,2691,7939
15,2.566,9013.740,5424,19958
16,1.394,4389.244,3376,6431
17,1.869,5699.294,3945,13309
18,1.390,5011.785,3403,9418
19,1.394,4850.337,3343,11758
20,1.524,5491.080,3804,8908
21,2.024,8176.911,5497,14738
22,1.671,4943.090,2826,8760
23,0.857,4967.093,3320,7816
