 ,Area,Mean,Min,Max
1,1.138,47742.225,30990,64204
2,1.167,78838.835,31030,149060
3,1.898,55407.412,30999,87988
4,1.071,41657.851,30264,57945
5,1.012,45849.357,31174,64764
6,1.033,52572.350,31004,71791
7,2.158,76085.681,31016,127468
8,2.335,50825.311,30625,80788
9,1.684,49779.973,31022,73242
10,0.563,39571.142,31137,51299
11,0.991,50390.322,30911,66374
12,1.852,64293.959,31167,108829
13,0.571,38452.213,30919,58726
14,2.171,53174.501,30947,81063
15,0.693,37849.752,30988,54128
16,1.113,43951.257,31036,58222
17,1.226,48785.031,30989,90180
18,1.583,66800.923,30902,111176
19,2.335,59556.101,30963,109701
20,2.171,62356.271,30911,110999
21,2.608,46509.895,30942,76299
