 ,Area,Mean,Min,Max
1,1.478,38497.571,26106,68621
2,0.819,32856.379,26098,60665
3,2.515,53905.736,26124,103458
4,1.659,48621.704,26366,68281
5,2.175,41118.189,26121,84379
6,2.200,44588.443,26121,71351
7,1.906,51528.714,26095,78883
8,1.528,43768.753,26220,66853
9,1.524,37855.234,26122,53588
10,1.604,43411.864,26148,60950
11,3.095,46711.687,26093,88859
12,1.621,56832.964,26178,107792
13,2.314,46668.062,26103,78997
14,2.591,45739.660,24031,98865
15,1.646,46349.852,26342,74115
16,1.864,53082.117,22273,94128
17,0.663,34579.646,26186,52751
18,2.288,58446.088,25779,120088
19,1.974,47857.174,26119,84162
20,1.025,44261.324,26275,90561
21,1.461,40258.218,26154,57793
22,1.621,34788.282,26100,53327
23,1.638,44930.567,26155,70360
24,1.356,42815.130,26135,66440
25,1.104,47583.650,26118,82816
26,1.432,53118.264,26086,103864
27,2.267,49985.420,26116,101332
