 ,Area,Mean,Min,Max
1,2.146,39156.352,30227,56566
2,2.125,61246.652,30374,98125
3,1.159,42052.293,30252,57548
4,1.289,45594.147,30262,65651
5,1.411,51746.301,30252,84496
6,2.007,54342.452,30367,88368
7,1.092,44560.327,30458,60852
8,1.776,63338.274,30657,107669
9,2.196,59945.011,30536,93568
10,1.369,53869.206,30329,96377
11,1.465,51750.719,30250,96150
12,1.218,52512.445,30274,82024
13,1.386,51306.527,30376,77015
14,1.365,56576.412,30345,88172
15,2.276,59799.893,30288,96364
16,1.608,57738.180,30275,123137
17,1.512,57731.086,30251,92557
18,1.046,52438.992,30225,81286
19,1.633,56925.630,30236,93968
20,1.423,44858.091,30454,61909
21,1.591,74854.172,30262,140493
22,1.394,40698.361,30242,54616
23,1.717,56817.044,30437,99734
24,1.423,49908.873,30418,73805
25,0.941,51247.987,30517,79155
