 ,Area,Mean,Min,Max
1,1.360,11479.941,7170,20727
2,1.806,8508.165,5879,14805
3,2.280,13066.521,8732,25675
4,1.184,11871.248,6271,32782
5,2.494,10970.281,4578,22366
6,3.443,26363.794,10801,54400
7,1.226,12583.116,5666,31223
8,2.175,11620.407,6134,27383
9,3.414,21606.268,7011,41936
10,1.633,14566.000,8451,30940
11,4.287,22658.510,8852,41761
12,1.272,16711.663,8425,41969
13,1.377,10321.134,6259,21872
14,0.621,12594.851,8885,24204
15,2.414,12078.210,6816,25760
16,1.184,9595.142,5673,18037
17,0.613,7966.541,4305,15588
18,0.974,13703.388,7699,35998
19,2.100,12971.166,6751,29457
20,1.709,11566.000,7573,22043
21,2.204,17866.848,10900,32567
22,2.448,18060.202,10379,32608
23,1.654,9891.193,5278,21884
24,1.743,14356.034,6689,30464
25,2.561,9343.430,6051,17069
26,3.174,25276.787,8871,113733
27,0.655,14833.250,8507,22231
28,1.793,14387.323,8149,27764
29,2.948,11174.205,7430,39292
30,0.533,14001.685,10529,20732
