 ,Area,Mean,Min,Max
1,1.629,19203.088,11530,33432
2,1.281,16897.243,11176,31165
3,1.029,20414.494,13562,29915
4,1.352,19656.292,12737,37111
5,1.209,16032.580,12631,23195
6,2.070,23185.899,13202,69991
7,1.927,11482.375,8548,19417
8,1.461,27409.371,17840,46155
9,2.410,22356.216,13480,50748
10,1.352,22148.835,15150,43936
11,2.037,21029.575,15850,33173
12,2.368,28472.697,14694,89940
13,1.369,22424.755,15232,44919
14,1.256,20840.291,14685,31723
15,3.107,21927.077,9649,56702
16,1.717,36610.746,20229,71260
17,2.855,22858.149,11292,46492
