 ,Area,Mean,Min,Max
1,1.092,80728.181,29152,158973
2,1.520,45675.876,29123,67323
3,1.352,56310.621,29236,85168
4,2.435,57345.603,29143,93304
5,1.444,38471.422,29152,54821
6,1.012,38855.353,29214,58520
7,0.999,36190.118,29130,50076
8,1.570,53444.251,29079,87720
9,1.633,61841.838,29100,114720
10,1.923,64331.769,29075,126372
11,2.662,63502.634,29207,181438
12,1.524,45668.504,29271,72498
13,1.428,40896.726,29284,61362
14,1.222,45358.038,29203,62227
15,1.579,39638.415,29084,60009
16,0.886,38173.621,29218,54161
17,0.550,45428.679,29140,71314
18,1.944,62831.693,29176,108969
19,0.613,35194.671,29134,48615
