 ,Area,Mean,Min,Max
1,1.176,15234.557,12180,23809
2,2.242,29487.807,18912,48696
3,1.109,18859.500,13279,27615
4,1.025,26603.418,16547,45399
5,1.096,13215.621,10941,23636
6,1.419,22738.299,14851,63678
7,1.151,22934.934,14895,52903
8,1.650,20247.926,13901,29187
9,2.452,23212.111,15046,40896
10,1.348,15765.854,12402,21320
11,1.612,23417.464,16005,40120
12,1.583,19202.149,13357,37878
13,0.983,13132.376,9597,24570
14,0.873,20387.990,14312,44967
15,1.344,15344.356,11965,20613
16,2.675,20397.374,13713,46789
17,1.163,14825.906,9583,32047
18,2.393,20509.088,15191,31357
19,2.389,20179.599,13359,40277
20,1.709,16001.683,9934,34229
21,1.633,19074.730,13179,41081
22,1.209,12677.111,9239,19597
23,1.104,14669.243,9644,21870
24,1.285,18807.856,13225,29670
25,1.684,22529.409,12182,39752
