 ,Area,Mean,Min,Max
1,0.680,18705.247,12627,25727
2,1.407,24047.713,16062,44996
3,1.537,35035.959,21475,52735
4,1.461,19874.506,14026,30202
5,1.201,17352.678,11546,31869
6,1.411,23417.562,14126,63969
7,1.999,34544.834,16924,62097
8,1.423,24953.590,13194,59017
9,2.196,17006.971,10326,29840
10,1.428,26717.762,16145,48088
11,1.369,22119.104,13528,39384
12,1.407,24634.242,14306,41406
13,1.612,21801.552,12717,51676
14,1.881,22494.388,12218,42114
15,1.411,20321.821,14190,42032
16,1.180,13097.007,9894,21477
17,1.633,24795.108,15114,46451
18,1.482,20188.479,13308,35544
19,2.163,25712.617,13993,62803
20,1.075,13746.211,8828,22678
21,1.402,41344.036,23957,74983
22,0.823,34715.944,18639,76177
