 ,Area,Mean,Min,Max
1,1.629,36097.031,27175,46868
2,1.281,39577.354,27345,58270
3,1.029,42295.306,27267,57758
4,1.352,44212.835,27154,57293
5,1.209,42913.715,27230,60299
6,2.070,47461.779,27176,85645
7,1.927,78161.736,27290,156031
8,1.461,52406.052,27163,102223
9,2.410,59640.002,27172,102882
10,1.352,52221.314,27193,85730
11,2.037,47804.126,27154,76914
12,2.368,42261.840,27132,65948
13,1.369,50844.613,27193,98451
14,1.256,48388.167,27023,79497
15,3.107,45229.416,27184,90136
16,1.717,46077.567,27256,72716
17,2.855,50658.862,27170,99845
