 ,Area,Mean,Min,Max
1,1.050,35939.396,26890,43974
2,0.957,33902.412,27102,44956
3,1.235,37286.558,26858,55772
4,2.364,53299.623,26864,82720
5,1.457,41347.392,26890,76193
6,1.386,44714.148,26948,72847
7,1.075,44256.594,26966,62380
8,1.348,35347.813,26898,45474
9,1.528,41021.184,26863,57178
10,2.238,46515.598,26923,67044
11,2.213,39909.584,26987,57287
12,1.058,44789.750,26958,80107
13,3.258,53829.003,26891,100820
14,1.218,34927.734,26903,46946
15,1.415,40524.682,26926,60427
16,1.961,69701.923,27241,122794
17,1.239,38715.136,26858,53889
18,1.852,52860.073,26872,77739
19,1.365,36575.732,26811,51369
20,0.928,46154.846,26890,68711
