 ,Area,Mean,Min,Max
1,1.415,3180.226,1892,6598
2,1.419,2707.408,1779,4477
3,0.890,2278.132,1488,3889
4,0.953,2527.370,1873,4135
5,1.025,2789.242,1964,5695
6,1.251,3281.362,1741,15258
7,0.995,3169.873,1345,6032
8,2.410,6401.490,2913,15733
9,1.209,4010.229,2169,9992
10,1.491,3199.296,1906,6588
11,1.898,2793.471,1861,8593
12,0.785,2523.134,1744,4200
13,2.360,5651.383,3189,12146
14,2.692,3384.441,2020,8227
15,1.667,3345.763,2052,6472
16,1.885,4384.481,2454,8578
17,2.293,2791.419,2034,4055
18,1.344,2367.666,1572,6533
19,2.797,4602.320,2302,9734
20,1.608,3057.898,2091,5258
21,1.575,3085.168,2147,5382
22,1.835,3384.778,2052,7540
23,2.561,3038.972,1974,7738
24,1.944,5515.665,2908,10903
25,2.574,3178.491,2148,6022
26,2.616,2721.413,1869,5504
27,2.196,2129.637,1561,3261
28,2.477,3883.958,2173,9144
29,1.743,2813.494,2075,4576
30,1.402,3950.844,2446,7671
31,1.604,4200.783,2332,8410
32,1.373,2837.627,1827,4815
33,1.054,2597.765,1602,5773
34,1.402,4388.943,2369,11265
35,2.150,3911.686,2412,6262
36,1.415,4873.045,2973,10214
37,1.730,3652.291,2293,8626
38,1.919,3768.834,2195,7577
39,1.453,5348.462,2363,11427
40,3.708,5988.302,2744,12239
41,3.708,5789.223,2201,17941
