 ,Area,Mean,Min,Max
1,1.214,25540.675,11195,44716
2,1.277,15501.799,10035,27878
3,1.680,8730.222,6051,21060
4,0.995,5596.097,3758,13200
5,0.911,6137.488,3777,9432
6,2.213,22905.203,9797,47423
7,1.205,18685.328,9099,30862
8,1.151,6596.858,4071,16257
9,1.285,17525.980,10864,31331
10,1.545,10546.611,5893,19871
11,1.142,7535.081,4931,12548
12,2.356,19962.850,11038,38646
13,2.595,20088.866,7390,42095
14,2.650,20220.184,10018,72446
15,1.260,13189.527,6988,33743
16,1.650,12675.417,6857,21752
17,1.335,18122.862,7139,40668
18,1.104,14795.791,8169,24195
19,1.314,23952.658,8952,43970
20,2.393,19087.233,8016,67244
21,1.197,17841.916,9716,35403
22,1.419,20082.592,8830,31573
23,1.625,16021.928,7095,37689
24,0.974,5892.810,3972,11001
25,1.386,12246.385,6566,22759
26,1.134,10379.033,7023,18404
27,1.344,6287.925,4065,10842
