 ,Area,Mean,Min,Max
1,2.112,51935.266,36178,218766
2,2.192,69642.090,36272,117773
3,3.699,65111.330,35589,119081
4,2.389,57318.601,36201,83373
5,0.928,75358.258,36174,121884
6,0.962,51097.192,36157,65794
7,2.259,62683.881,36181,89980
8,1.142,70530.963,36531,132401
9,2.154,64595.411,36140,104646
10,1.083,73502.318,36177,115463
11,1.764,48179.645,36173,74049
12,1.717,64185.230,36181,101858
13,2.184,69745.402,36200,105654
14,2.200,87672.296,36302,177061
15,2.280,87884.425,36334,152407
16,1.545,50693.690,36191,77501
17,1.852,56343.803,36199,79953
18,2.016,58953.740,36182,119098
19,2.259,58061.271,36178,90441
20,2.024,72702.133,36223,127422
