 ,Area,Mean,Min,Max
1,1.092,13309.454,9135,31947
2,1.520,15328.956,11332,26342
3,1.352,19443.860,11640,35129
4,2.435,17395.771,9830,28910
5,1.444,14660.166,10103,26082
6,1.012,11898.705,8392,22953
7,0.999,11892.702,7698,15976
8,1.570,22076.909,12766,39750
9,1.633,13809.789,9426,25172
10,1.923,34348.764,17279,60970
11,2.662,26985.918,13982,49680
12,1.524,17819.705,11534,28543
13,1.428,19651.438,11312,40374
14,1.222,10167.845,7441,16418
15,1.579,23288.729,14401,34804
16,0.886,12476.682,8026,22992
17,0.550,17799.130,12805,21537
18,1.944,18377.743,11712,38247
19,0.613,16389.966,9634,27190
