 ,Area,Mean,Min,Max
1,1.398,7162.084,5209,10562
2,1.915,10401.151,5201,16689
3,1.423,8064.510,4867,12417
4,1.806,7999.956,4389,15669
5,2.011,7190.489,5139,16777
6,1.705,12705.537,7883,22846
7,0.999,11095.660,7171,18471
8,1.369,6342.862,4069,13484
9,1.461,10821.583,7923,17459
10,1.625,7130.822,4458,12640
11,1.549,7283.921,4271,13432
12,1.260,5984.727,4789,8224
13,1.243,7299.943,4556,16386
14,1.180,6729.669,4314,11179
15,1.520,11359.401,7667,18148
16,2.587,7567.231,4901,10621
17,1.785,9109.398,5329,16060
18,1.125,5449.578,4039,10573
19,1.415,8981.297,5067,18370
20,1.029,6813.686,4356,13804
21,1.470,6715.197,4284,11477
22,0.995,7162.726,4850,11557
23,5.837,10705.465,5918,22586
