 ,Area,Mean,Min,Max
1,1.440,12259.195,7252,29132
2,1.125,6914.854,4835,10361
3,1.801,9057.152,5780,19344
4,1.369,8233.979,5539,14844
5,1.146,9851.388,5312,20603
6,1.545,10732.601,5934,21761
7,0.890,6236.005,4138,18362
8,2.037,17761.880,11466,32572
9,1.125,7939.313,5722,13780
10,1.214,10795.675,6790,26821
11,2.070,9238.923,6702,14457
12,1.549,8515.580,5566,13779
13,1.281,7337.597,5541,11158
14,1.562,10745.083,7019,19280
15,1.692,17327.655,9838,34360
16,1.562,10540.664,5648,28863
17,1.633,14309.195,8263,24559
18,1.264,12568.269,7928,21342
19,1.558,11639.884,6592,27153
20,1.495,7588.871,5073,15549
21,1.381,8370.419,6077,18772
22,1.944,8033.600,4765,15067
23,2.276,8534.592,5582,14775
