 ,Area,Mean,Min,Max
1,1.478,2801.781,2207,3809
2,0.819,3154.108,1787,4204
3,2.515,2679.252,1838,5148
4,1.659,3531.197,2097,8990
5,2.175,3156.622,2043,5495
6,2.200,3316.807,2365,5580
7,1.906,4719.555,2706,8539
8,1.528,3203.330,1985,6643
9,1.524,4784.292,2757,9278
10,1.604,3330.751,2253,6305
11,3.095,3047.351,2054,6320
12,1.621,2531.306,1981,3851
13,2.314,3559.201,2283,7383
14,2.591,3650.438,2142,6581
15,1.646,2842.722,2011,4638
16,1.864,2600.459,1677,4554
17,0.663,2466.070,1886,3931
18,2.288,3279.407,2273,5888
19,1.974,2910.283,1993,4652
20,1.025,2649.172,1909,4613
21,1.461,2719.307,1982,4035
22,1.621,3153.430,2554,4238
23,1.638,3141.100,2281,5378
24,1.356,2708.201,2131,3825
25,1.104,2532.228,1624,6617
26,1.432,3782.959,2454,7474
27,2.267,3890.946,2336,7946
