 ,Area,Mean,Min,Max
1,1.235,10145.912,6298,21412
2,1.449,10433.246,5788,18647
3,1.407,12302.660,5919,22785
4,1.419,12695.349,8330,18806
5,1.415,13785.047,9546,21930
6,1.419,10103.820,5855,14341
7,1.491,15641.146,7278,25587
8,1.331,12456.558,8030,18851
9,2.070,14164.655,7877,19767
10,1.310,6698.003,5228,10093
11,1.625,16389.548,7844,33428
12,1.386,11388.264,7688,15561
13,1.377,12423.598,7290,33082
14,1.058,6947.060,4361,12979
15,1.478,13477.636,8999,20881
16,1.197,4145.635,2848,5992
17,1.419,11299.731,5977,20483
18,1.881,13408.520,8213,21510
19,1.587,15081.944,9307,26535
20,2.393,12958.914,8065,23042
21,2.230,13837.874,6176,22061
22,1.680,14976.310,9731,23277
23,2.469,13354.289,6581,23652
24,2.007,13433.586,9036,22009
25,1.419,12347.343,6513,17774
26,1.381,6329.726,4149,10259
27,1.671,13595.131,8204,21154
28,1.394,15009.205,7563,23030
29,1.507,15401.429,7874,23576
30,1.285,5413.680,3597,9778
31,2.070,11216.448,4588,18064
32,1.520,5288.345,3735,7341
33,1.810,6319.949,4118,9411
34,1.621,8138.386,4252,15740
35,1.743,16947.277,8377,45471
36,1.222,8060.595,4484,11791
