 ,Area,Mean,Min,Max
1,1.554,2882.446,2316,3883
2,1.033,2679.846,2050,3870
3,1.079,3176.366,2312,4569
4,1.684,3591.873,2600,6146
5,1.999,2850.605,2097,4769
6,2.129,3041.890,2214,5854
7,1.348,3157.262,2235,4317
8,2.016,2899.835,2208,4116
9,1.642,3295.992,2462,5519
10,1.428,3933.676,2563,9283
11,1.734,4120.973,3137,5956
12,1.776,3714.768,2574,5923
13,1.465,3447.539,2564,6014
14,2.944,4670.685,3463,7916
15,1.953,4095.308,2815,6295
16,2.133,3340.734,2698,5404
17,1.449,4380.148,2905,8094
18,1.969,5120.190,3151,8878
19,1.579,7305.303,3918,14028
20,0.831,4007.707,2871,6376
21,1.797,3446.972,2326,6512
22,1.810,4187.868,2593,8352
23,2.885,4030.774,2589,7113
24,1.167,3387.982,2316,5095
