 ,Area,Mean,Min,Max
1,2.314,109299.579,53849,188977
2,2.356,118372.738,55697,221221
3,1.705,105082.227,55656,175992
4,1.646,90733.895,55754,135673
5,1.789,86408.012,54772,146653
6,1.831,106345.654,55818,202403
7,1.747,84592.601,55660,178856
8,2.675,120204.786,56003,226328
9,1.562,90935.110,55747,162270
10,1.352,100123.916,56032,152863
11,1.638,90562.592,55897,162701
12,1.638,94560.700,55655,148571
13,1.293,113644.766,55683,197604
14,1.419,106090.041,55705,182815
15,1.978,97693.520,55790,238037
16,2.767,106335.965,55831,184654
17,2.830,95222.111,55693,158290
18,2.809,82417.487,46945,146283
