 ,Area,Mean,Min,Max
1,1.974,36821.326,26629,67289
2,1.352,42147.466,26638,62145
3,1.092,37435.415,26677,68290
4,2.536,55492.753,25921,101612
5,1.507,42763.786,26636,72240
6,2.616,52831.313,26672,89100
7,1.390,46260.792,26636,68402
8,2.154,38910.070,26653,58294
9,0.869,38124.841,26628,84185
10,1.709,49426.526,26779,97168
11,1.579,45611.199,26857,67235
12,3.960,58280.653,26631,130893
13,1.881,44437.746,26631,75977
14,2.801,48045.999,26656,81655
15,1.075,38302.820,26749,64776
16,3.174,45603.485,26648,69744
17,1.306,50335.707,26818,78578
18,0.613,37665.466,26636,63628
19,1.486,40243.647,26702,53758
20,1.675,57895.288,26469,151530
21,1.638,45698.649,26915,96430
22,3.729,58122.873,26664,116911
23,1.671,44513.583,26622,65529
24,1.381,49547.298,26927,73387
25,0.621,36042.318,26677,59456
26,1.780,52852.250,26627,86960
27,1.743,37190.313,26641,51102
28,1.848,49010.380,26672,83019
29,3.053,52889.773,26621,85118
30,1.814,38235.141,26629,55456
31,0.558,44798.940,26720,80332
32,1.360,38204.765,26648,53636
33,1.965,46993.840,26737,73457
34,1.201,68376.052,26633,139774
35,2.070,47158.633,26671,78110
36,2.049,41400.193,26660,63169
37,1.747,49854.099,24297,84950
