 ,Area,Mean,Min,Max
1,1.100,56262.214,37192,74894
2,1.776,62808.499,37224,95093
3,1.306,62108.286,37218,96077
4,1.402,66268.811,37208,98295
5,0.995,51316.755,37242,69907
6,1.419,62194.266,37281,93690
7,1.528,58450.393,37214,88233
8,1.033,52901.732,37569,80786
9,1.125,68273.545,37215,99219
10,2.204,97238.126,37372,178862
11,1.331,69666.243,37401,105654
12,1.256,71151.117,37227,114164
13,1.398,60780.664,37256,89466
14,2.414,80904.250,37191,138035
15,1.507,69019.869,37219,117956
16,1.377,57971.143,37294,79982
17,1.335,77449.601,37195,143922
18,2.230,76353.731,34836,131572
19,1.659,61478.529,37196,87460
20,1.449,71779.017,37378,103302
21,1.495,67213.770,37249,109455
