 ,Area,Mean,Min,Max
1,0.941,47992.098,29038,69474
2,1.046,42025.514,28456,60798
3,1.289,37469.889,28483,51619
4,0.672,37107.700,28427,57397
5,1.638,47563.769,28222,72254
6,1.423,44193.074,28624,63614
7,2.238,63300.296,28512,101399
8,2.125,55260.737,28482,85040
9,1.533,46576.523,28420,70663
10,1.092,58047.662,28667,109523
11,2.536,56988.050,28510,102325
12,2.116,48464.183,28467,69978
13,1.797,62526.486,28634,107331
14,1.743,50377.359,28652,82183
15,1.852,62743.846,28453,117455
16,1.436,42667.953,28479,58547
17,2.003,60967.423,28453,106306
18,0.983,38964.218,28476,53439
19,1.428,54380.924,28518,98673
20,1.004,70319.197,28487,134421
21,1.436,44272.433,28487,65213
22,1.277,38964.536,28442,59517
23,1.243,48978.172,28511,71365
24,1.348,54987.788,28671,92315
25,2.994,38976.164,28569,60820
