 ,Area,Mean,Min,Max
1,1.360,36663.954,23571,53755
2,1.415,40556.478,23527,54445
3,1.281,37723.387,23575,52038
4,0.726,33491.971,23531,60516
5,2.713,44358.550,23576,85236
6,1.411,39590.786,23557,59473
7,1.625,38137.264,23566,53572
8,1.298,37069.579,23438,57755
9,1.877,39807.685,23632,58064
10,1.650,38025.140,23561,59330
11,1.608,34291.261,23544,45118
12,1.570,50142.420,23683,120801
13,1.533,35383.159,23540,52686
14,1.793,39816.782,23524,67362
15,1.982,46965.907,23536,75274
16,1.100,35890.973,23587,50761
17,1.130,44159.944,23561,73750
