 ,Area,Mean,Min,Max
1,0.819,7776.508,5933,10188
2,0.546,7308.485,4936,10010
3,2.679,8009.920,4933,11251
4,1.860,8429.792,4186,15283
5,1.759,9109.420,4419,19787
6,1.407,4793.140,3075,7155
7,2.200,9385.328,5782,20006
8,0.857,7078.892,4029,14195
9,1.583,5485.870,3906,10690
10,1.335,4465.701,2689,7497
11,2.809,5912.253,3558,16304
12,4.451,4926.150,3051,8420
13,1.873,4366.657,3111,8374
14,1.369,6604.733,3560,14961
15,1.331,6142.208,4746,12732
16,2.259,12107.076,4713,21032
17,1.591,5650.570,3689,10524
18,1.176,4597.432,3568,6882
19,1.659,4419.792,3220,7692
20,1.953,4655.277,3173,8709
21,2.540,6829.754,3802,13327
22,1.188,5694.106,3757,10675
23,1.940,6004.123,3775,12113
24,2.272,4696.148,3068,9349
