 ,Area,Mean,Min,Max
1,1.046,15020.052,9271,27177
2,0.894,15397.474,11686,26901
3,1.566,28691.340,17030,48618
4,1.860,15295.115,11056,28864
5,2.024,27611.166,18459,65727
6,0.558,11119.038,8955,16378
7,1.373,17019.440,12130,28423
8,1.444,12720.177,10082,22795
9,1.696,18216.923,11924,31726
10,1.176,12399.646,9578,22902
11,1.667,17396.584,11170,36087
12,2.813,33571.439,21000,66046
13,1.512,15715.961,11082,29707
14,1.969,19970.612,11816,32157
15,4.031,19294.011,13064,32833
16,1.701,17371.143,12430,32758
17,0.974,11273.991,8285,15954
18,2.154,19333.136,10984,32248
19,1.172,11660.548,8670,21011
20,2.351,18669.346,12864,27597
21,1.579,15100.106,11958,18637
