 ,Area,Mean,Min,Max
1,1.944,15051.220,9943,27916
2,0.642,25393.497,17978,33839
3,1.096,21395.617,14697,41818
4,2.356,39411.702,18781,73986
5,2.700,37235.253,16703,84836
6,1.146,20300.432,12454,41014
7,1.516,19972.177,13473,44734
8,1.663,22073.389,13085,56702
9,2.204,29269.996,16533,63999
10,2.108,44339.369,21039,80126
11,2.200,21823.292,13640,55613
12,1.348,22039.636,15072,38237
13,2.431,26917.872,15206,71558
14,1.512,17309.925,12293,37441
15,2.003,25139.287,18082,44061
16,4.841,41323.549,20009,71494
17,1.432,31347.367,18767,52103
18,1.579,20487.508,13413,31033
19,1.789,21051.946,14998,55925
20,1.549,19479.103,12014,36968
21,1.197,18563.930,10989,38319
22,1.503,23645.771,16343,41609
23,1.562,25015.691,15464,54938
24,1.646,19893.842,13430,35089
25,1.075,15235.379,11130,24052
26,2.503,48063.230,16774,98297
27,1.944,30159.868,18799,60686
28,2.406,23374.234,12780,42135
29,0.596,33547.127,24713,42525
30,1.642,16340.432,10998,29813
