 ,Area,Mean,Min,Max
1,1.608,6349.149,4564,13071
2,1.667,4108.219,3124,5515
3,1.583,7404.286,4981,10838
4,1.785,4416.776,3331,6555
5,1.415,5485.647,4182,13463
6,2.007,7267.611,4461,11911
7,0.886,5112.621,3666,8843
8,1.197,5887.905,4150,9073
9,1.730,5892.350,4606,9040
10,1.659,5948.661,3634,10170
11,1.764,5680.164,4240,9013
12,1.016,5481.215,3822,12103
13,0.647,4550.351,3583,6491
14,1.936,11297.349,6959,21720
15,0.928,4581.036,3640,5934
16,1.587,5761.870,4062,9247
17,1.890,6707.789,4618,12010
18,0.844,5035.910,3760,6867
