 ,Area,Mean,Min,Max
1,1.046,21521.044,13193,40794
2,1.327,17885.263,11570,30065
3,1.877,31613.989,17735,110244
4,1.730,53283.876,31453,88866
5,1.428,29655.997,14680,64344
6,2.083,21820.490,12801,54516
7,1.650,54725.265,35500,101656
8,2.377,18690.290,13409,33142
9,2.477,24155.861,15534,43493
10,2.570,72271.098,41812,122000
11,0.542,58785.473,37996,98782
12,1.113,26337.034,14459,43869
13,1.638,18261.854,12411,31832
14,0.567,21246.437,12915,35545
15,1.285,15560.696,10164,28441
16,1.457,21331.104,13776,43931
