,FITC-A,PE-Tx-Red-YG-A
360,255.359985352,354.449981689
361,214.199996948,34.1699981689
362,367.91998291,144.330001831
363,183.119995117,357.0
364,536.760009766,145.349990845
365,685.440002441,3102.32983398
366,94.0799942017,223.88999939
367,685.440002441,540.08996582
368,147.839996338,167.279998779
369,110.039993286,271.320007324
370,207.479995728,209.61000061
371,230.159988403,122.909996033
372,110.879997253,563.549987793
373,404.039978027,-1.01999998093
374,1076.88000488,293.25
375,228.479995728,1141.89001465
376,122.63999939,922.58996582
377,186.479995728,699.209960938
378,307.440002441,206.039993286
379,164.63999939,-94.3499984741
380,7638.95996094,151.979995728
381,202.439987183,768.570007324
382,584.639953613,2553.57006836
383,125.999992371,215.220001221
384,13537.4394531,379.949981689
385,7050.95996094,232.559997559
386,148.679992676,-85.1699981689
387,163.799987793,88.7399978638
388,6642.71972656,260.609985352
389,933.239990234,-10.1999998093
390,498.119995117,1319.36999512
391,129.36000061,247.86000061
392,22303.6796875,282.029998779
393,488.039978027,303.959991455
394,23266.3183594,208.589996338
395,38894.5195312,236.63999939
396,395.639984131,66.8099975586
397,115.919998169,102.0
398,263.759979248,1059.7800293
399,2990.39990234,252.449996948
400,139.440002441,635.459960938
401,184.799987793,-40.2900009155
402,73.0799942017,64.7699966431
403,177.239990234,100.470001221
404,62.1599998474,267.239990234
405,215.879989624,935.849975586
406,232.679992676,126.989997864
407,212.519989014,175.440002441
408,2444.39990234,101.489997864
409,273.0,1579.97998047
410,230.159988403,409.529998779
411,453.599975586,150.449996948
412,304.079986572,289.16998291
413,169.679992676,315.690002441
414,13517.2792969,123.419998169
415,210.839996338,201.449996948
416,425.039978027,205.529998779
417,2604.0,419.729980469
418,167.159988403,-1.01999998093
419,3036.59985352,108.119995117
420,188.159988403,153.0
421,3249.95996094,36.2099990845
422,111.719993591,505.91998291
423,115.919998169,297.839996338
424,58.7999992371,45.3899993896
425,163.799987793,180.029998779
426,897.959960938,247.86000061
427,480.479980469,15.8099994659
428,208.319992065,219.809997559
429,493.079986572,514.08001709
430,5344.07958984,47.4300003052
431,981.959960938,467.66998291
432,291.479980469,279.989990234
433,198.239990234,230.519989014
434,391.440002441,243.269989014
435,480.479980469,68.3399963379
436,481.319976807,223.88999939
437,256.199981689,140.759994507
438,2279.76000977,219.300003052
439,23499.0,541.109985352
440,104.159996033,408.509979248
441,531.719970703,201.449996948
442,64051.6796875,68.8499984741
443,194.879989624,-108.119995117
444,278.880004883,413.609985352
445,14852.0390625,267.75
446,1277.64001465,167.279998779
447,241.079986572,31.6199989319
448,1100.40002441,65.2799987793
449,186.479995728,173.399993896
450,361.199981689,173.910003662
451,204.119995117,676.260009766
452,120.119995117,194.819992065
453,244.439987183,184.11000061
454,331.799987793,408.509979248
455,387.239990234,136.679992676
456,200.759994507,218.279998779
457,142.800003052,283.049987793
458,350.279998779,114.239997864
459,214.199996948,122.909996033
460,6599.03955078,213.690002441
461,4068.11987305,120.869995117
462,519.959960938,357.0
463,78.9599990845,157.589996338
464,845.039978027,375.359985352
465,263.759979248,355.470001221
466,246.119995117,360.059997559
467,85.6800003052,375.869995117
468,322.559997559,267.75
469,167.159988403,1015.40997314
470,245.279998779,364.649993896
471,3150.83984375,-42.8400001526
472,194.039993286,-22.4399986267
473,230.159988403,145.349990845
474,282.239990234,111.180000305
475,319.199981689,1858.94995117
476,300.720001221,203.489990234
477,11163.5996094,59.1599998474
478,183.119995117,158.61000061
479,49082.0390625,217.769989014
480,242.759994507,501.839996338
481,258.720001221,58.1399993896
482,373.799987793,276.929992676
483,189.839996338,153.0
484,5673.35986328,299.369995117
485,190193.640625,1656.98999023
486,23688.8398438,265.709991455
487,234186.953125,1045.5
488,99.9599990845,520.709960938
489,221.759994507,135.149993896
490,1079.40002441,237.659988403
491,388.91998291,1308.15002441
492,169.679992676,170.339996338
493,220.079986572,248.879989624
494,162.959991455,-47.4300003052
495,1300.31994629,304.470001221
496,350.279998779,340.16998291
497,199.919998169,915.959960938
498,30875.0390625,880.260009766
499,200.759994507,199.919998169
500,220.919998169,-119.849998474
501,213.36000061,1066.41003418
502,721.559997559,142.289993286
503,7843.91992188,135.660003662
504,319.199981689,132.089996338
505,162.119995117,223.379989624
506,118.439994812,135.660003662
507,118.439994812,1071.0
508,1176.83996582,511.019989014
509,209.159988403,7.13999986649
510,1927.79992676,102.509994507
511,348.599975586,341.190002441
512,293.160003662,138.209991455
513,258.720001221,846.08996582
514,182.279998779,-64.2600021362
515,2458.67993164,56.0999984741
516,173.039993286,102.0
517,195.720001221,166.259994507
518,208.319992065,-33.1499977112
519,273.0,88.7399978638
520,273.839996338,1413.20996094
521,159.599990845,-58.1399993896
522,163.799987793,625.769958496
523,13545.0,-52.0200004578
524,276.359985352,532.440002441
525,302.399993896,221.849990845
526,224.279998779,81.5999984741
527,222.599990845,336.089996338
528,498.959991455,450.839996338
529,178.919998169,872.609985352
530,234.359985352,1087.31994629
531,9590.27929688,296.820007324
532,152.879989624,986.33996582
533,178.080001831,256.019989014
534,306.599975586,1377.0
535,850.91998291,-8.15999984741
536,154.559997559,828.75
537,50256.359375,544.16998291
538,226.799987793,138.720001221
539,651.83996582,104.549995422
540,635.880004883,443.699981689
541,803.039978027,366.179992676
542,426.720001221,210.629989624
543,729.959960938,135.660003662
544,249.479995728,1271.42993164
545,185.63999939,912.389953613
546,73247.15625,245.309997559
547,276.359985352,31.109998703
548,590.519958496,119.849998474
549,550.200012207,308.549987793
550,370.440002441,132.089996338
551,384.720001221,-37.2299995422
552,535.079956055,149.940002441
553,272.160003662,133.11000061
554,180.599990845,242.759994507
555,55.4399986267,223.379989624
556,350.279998779,67.8300018311
557,201.599990845,185.129989624
558,235.199996948,938.399963379
559,181.439987183,1102.61999512
560,265.440002441,199.919998169
561,313.319976807,122.399993896
562,29.3999996185,173.399993896
563,178.080001831,1080.68994141
564,270.479980469,54.0599975586
565,351.959991455,393.209991455
566,150.36000061,120.869995117
567,687.959960938,521.219970703
568,246.119995117,-16.8299999237
569,230.159988403,1240.82995605
570,168.0,-35.1899986267
571,15115.7998047,210.119995117
572,151.199996948,116.790000916
573,214.199996948,828.239990234
574,203.279998779,1036.31994629
575,16509.359375,264.179992676
576,335.160003662,326.399993896
577,842.519958496,338.639984131
578,238.559997559,1460.13000488
579,474.599975586,-22.9499988556
580,435.119995117,-24.9899997711
581,1200.35998535,401.369995117
582,627.479980469,282.540008545
583,236.879989624,102.509994507
584,203.279998779,61.7099990845
585,289.799987793,233.069992065
586,373.799987793,215.220001221
587,23712.359375,459.509979248
588,271.319976807,138.209991455
589,360.359985352,490.619995117
590,174.720001221,275.399993896
591,189.0,825.179992676
592,210.839996338,68.8499984741
593,90.7199935913,121.88999939
594,233.519989014,310.079986572
595,174.720001221,60.6899986267
596,11057.7597656,195.839996338
597,118.439994812,7.13999986649
598,4646.04003906,203.489990234
599,302.399993896,300.899993896
600,2827.43994141,6.63000011444
601,187.319992065,122.399993896
602,200.759994507,168.809997559
603,789.599975586,361.589996338
604,2636.76000977,324.869995117
605,158.759994507,-11.7299995422
606,247.799987793,88.7399978638
607,344.399993896,147.899993896
608,393.959991455,140.25
609,341.879974365,86.6999969482
610,12666.359375,127.5
611,3002.15991211,439.619995117
612,231.839996338,1145.45996094
613,110.879997253,34.1699981689
614,6494.87988281,182.069992065
615,245.279998779,748.679992676
616,130.199996948,6.63000011444
617,221.759994507,107.61000061
618,168.0,926.66998291
619,581.279968262,107.099998474
620,171.36000061,354.449981689
621,521.639953613,245.309997559
622,558.599975586,168.300003052
623,343.559997559,227.459991455
624,725.75994873,214.199996948
625,1359.95996094,241.739990234
626,1640.51989746,410.039978027
627,1731.23999023,18.3600006104
628,1228.91992188,645.659973145
629,312.479980469,-0.509999990463
630,1312.91992188,417.690002441
631,2837.52001953,290.699981689
632,49827.9570312,247.86000061
633,145.319992065,269.790008545
634,318.359985352,151.979995728
635,262143.0,1959.41992188
636,325.079986572,427.889984131
637,296.519989014,157.589996338
638,257.039978027,88.2299957275
639,14247.2392578,330.479980469
640,241.079986572,154.529998779
641,756.0,184.11000061
642,209.159988403,450.329986572
643,270.479980469,65.7900009155
644,3557.39990234,-107.61000061
645,218.399993896,318.75
646,250.319992065,62.7299995422
647,220.919998169,346.799987793
648,146.159988403,856.289978027
649,320.039978027,94.8600006104
650,313.319976807,316.709991455
651,194.039993286,872.099975586
652,206.63999939,673.200012207
653,213.36000061,951.659973145
654,338.519989014,-16.8299999237
655,179.759994507,251.940002441
656,14537.8798828,56.6100006104
657,24627.9589844,1416.7800293
658,549.359985352,257.549987793
659,2031.95996094,211.13999939
660,198.239990234,-43.8600006104
661,1055.03991699,176.459991455
662,16846.1992188,789.989990234
663,564.479980469,341.190002441
664,140.279998779,-87.2099990845
665,260.399993896,-51.5099983215
666,265.440002441,155.550003052
667,204.119995117,1192.89001465
668,5045.04003906,279.989990234
669,871.91998291,142.800003052
670,368.759979248,308.549987793
671,4489.79980469,270.299987793
672,341.879974365,197.369995117
673,265.440002441,468.690002441
674,12866.2792969,412.079986572
675,159.599990845,364.139984131
676,248.63999939,6.11999988556
677,138.599990845,232.050003052
678,3300.35986328,275.910003662
679,383.879974365,111.180000305
680,173.879989624,123.930000305
681,275.519989014,103.019996643
682,383.039978027,353.940002441
683,1273.43994141,197.369995117
684,498.959991455,291.209991455
685,197.399993896,211.649993896
686,225.959991455,-67.3199996948
687,44.5200004578,42.8400001526
688,3281.87988281,79.0499954224
689,286.440002441,187.679992676
690,160.440002441,97.4099960327
691,123.479995728,424.320007324
692,296.519989014,5.09999990463
693,215.039993286,894.029968262
694,221.759994507,1158.7199707
695,216.719985962,863.429992676
696,136.080001831,595.679992676
697,81.4799957275,145.86000061
698,228.479995728,101.489997864
699,713.159973145,174.419998169
700,4017.7199707,199.410003662
701,235.199996948,945.539978027
702,671.159973145,284.070007324
703,204.119995117,301.91998291
704,103.319999695,916.469970703
705,115.919998169,148.410003662
706,744.239990234,142.289993286
707,292.319976807,218.279998779
708,799.679992676,92.8199996948
709,289.799987793,1249.5
710,1337.27990723,48.4500007629
711,287.279998779,267.75
712,36103.1992188,343.739990234
713,327.599975586,-31.109998703
714,225.119995117,540.08996582
715,309.959991455,91.2900009155
716,969.359985352,4109.58007812
717,1308.7199707,-40.7999992371
718,110.879997253,496.739990234
719,377.159973145,256.019989014
720,228.479995728,169.319992065
721,173.879989624,879.75
722,320.039978027,171.869995117
723,414.119995117,0.0
724,227.63999939,310.589996338
725,130.199996948,315.179992676
726,352.799987793,816.0
727,903.83996582,430.949981689
728,194.879989624,-16.3199996948
729,263.759979248,131.069992065
730,171.36000061,298.859985352
731,288.119995117,350.880004883
732,231.839996338,53.5499992371
733,312.479980469,36.7200012207
734,206.63999939,205.019989014
735,41053.3203125,171.869995117
736,269.639984131,-23.9699993134
737,8009.39990234,282.029998779
738,357.0,124.439994812
739,2861.87988281,237.659988403
740,18525.359375,376.889984131
741,229.319992065,14.7899999619
742,1065.11999512,-82.6199951172
743,1143.23999023,-36.7200012207
744,5635.56005859,393.209991455
745,212.519989014,1001.63995361
746,979.439941406,85.6800003052
747,237.719985962,268.769989014
748,453.599975586,333.540008545
749,43341.4804688,232.559997559
750,341.879974365,40.7999992371
751,164.63999939,127.5
752,461.159973145,150.449996948
753,286.440002441,83.6399993896
754,184.799987793,104.549995422
755,408.239990234,14.279999733
756,1529.63989258,173.910003662
757,168.0,719.609985352
758,278.880004883,41.8199996948
759,287.279998779,421.259979248
760,242.759994507,601.799987793
761,268.799987793,59.1599998474
762,1277.64001465,394.229980469
763,86.5199966431,-84.6599960327
764,305.759979248,346.290008545
765,404.039978027,170.339996338
766,250.319992065,252.959991455
767,284.759979248,135.149993896
768,1328.03991699,125.970001221
769,85155.0,835.380004883
770,176.399993896,68.8499984741
771,153.720001221,232.050003052
772,678.719970703,337.619995117
773,404.879974365,105.569999695
774,322.559997559,128.009994507
775,180.599990845,138.209991455
776,256.199981689,1400.9699707
777,393.959991455,347.309997559
778,1653.11999512,90.7799987793
779,260.399993896,421.769989014
780,338.519989014,-68.3399963379
781,309.119995117,964.91998291
782,304.079986572,58.1399993896
783,4879.56005859,455.429992676
784,197.399993896,238.679992676
785,218.399993896,121.88999939
786,10865.3994141,203.489990234
787,657.719970703,403.91998291
788,1033.19995117,8.15999984741
789,195.720001221,253.470001221
790,120.119995117,380.459991455
791,330.119995117,270.809997559
792,365.399993896,88.2299957275
793,176.399993896,-12.75
794,2763.59985352,9457.95019531
795,390.599975586,581.909973145
796,296.519989014,38.7599983215
797,198.239990234,367.709991455
798,385.559997559,216.75
799,212.519989014,102.509994507
800,879.479980469,144.839996338
801,228.479995728,1040.91003418
802,297.359985352,91.7999954224
803,66587.640625,77.0100021362
804,454.439971924,300.389984131
805,92.3999938965,256.529998779
806,262143.0,2628.0300293
807,322.559997559,159.629989624
808,44404.078125,955.739990234
809,381.359985352,258.059997559
810,397.319976807,279.479980469
811,56022.1171875,662.489990234
812,2699.76000977,151.979995728
813,113.399993896,62.7299995422
814,3369.23999023,41.3099975586
815,93.2399978638,304.470001221
816,2630.87988281,244.799987793
817,395.639984131,292.229980469
818,190.679992676,-46.9199981689
819,112.559997559,129.539993286
820,66511.1953125,708.390014648
821,325.91998291,17.8500003815
822,1002.95996094,158.099990845
823,279.720001221,1026.63000488
824,184.799987793,1136.79003906
825,98721.0,876.690002441
826,191.519989014,91.2900009155
827,348.599975586,184.11000061
828,49744.796875,392.699981689
829,481.319976807,163.709991455
830,315.839996338,490.619995117
831,729.959960938,20.3999996185
832,223.439987183,74.9700012207
833,256.199981689,115.259994507
834,124.319999695,118.319999695
835,44285.6367188,594.149963379
836,309.959991455,1822.73999023
837,234.359985352,639.539978027
838,2132.76000977,396.269989014
839,290.639984131,1628.42993164
840,6310.07958984,155.550003052
841,58.7999992371,39.2700004578
842,676.199951172,211.649993896
843,195.720001221,767.039978027
844,170.519989014,300.389984131
845,572.039978027,320.279998779
846,145824.0,635.459960938
847,124.319999695,489.089996338
848,221.759994507,1111.79992676
849,348.599975586,299.880004883
850,24771.5996094,297.839996338
851,53.7599983215,343.229980469
852,208.319992065,240.720001221
853,221.759994507,67.8300018311
854,233.519989014,-29.0699996948
855,398.159973145,141.270004272
856,18774.0,266.220001221
857,228.479995728,236.129989624
858,784.559997559,79.0499954224
859,420.0,84.1500015259
860,302.399993896,226.440002441
861,1458.23999023,167.279998779
862,222.599990845,683.909973145
863,1181.88000488,233.069992065
864,11387.0400391,297.329986572
865,200.759994507,130.050003052
866,1.67999994755,53.5499992371
867,3178.55981445,49.9799995422
868,241.079986572,-60.1800003052
869,1359.11999512,318.75
870,159.599990845,1042.94995117
871,233.519989014,-41.8199996948
872,693.83996582,168.809997559
873,1016.39996338,-10.7100000381
874,165.479995728,-68.3399963379
875,1408.67993164,230.519989014
876,383.879974365,1.52999997139
877,210.0,988.380004883
878,118.439994812,702.779968262
879,204.959991455,39.2700004578
880,261.239990234,133.619995117
881,387.239990234,1424.93994141
882,3048.35986328,41.8199996948
883,284.759979248,215.220001221
884,345.239990234,52.0200004578
885,573.719970703,142.800003052
886,145.319992065,830.279968262
887,286.440002441,524.789978027
888,296.519989014,63.75
889,300.720001221,427.889984131
890,22501.0800781,942.989990234
891,304.079986572,166.259994507
892,199.079986572,1053.66003418
893,134.399993896,383.009979248
894,3668.27978516,100.979995728
895,159.599990845,311.609985352
896,928.199951172,272.339996338
897,92956.9140625,338.130004883
898,306.599975586,208.589996338
899,113.399993896,157.589996338
900,51856.5585938,424.829986572
901,78.9599990845,499.289978027
902,22787.5195312,123.930000305
903,229.319992065,853.229980469
904,285.600006104,1371.90002441
905,714.83996582,169.319992065
906,292.319976807,225.929992676
907,285.600006104,389.639984131
908,166808.03125,1091.40002441
909,457.799987793,164.729995728
910,52100.1601562,821.099975586
911,232.679992676,284.070007324
912,8399.16015625,274.889984131
913,143.63999939,31.109998703
914,428.399993896,148.410003662
915,156.239990234,167.789993286
916,206.63999939,259.079986572
917,212.519989014,32.1300010681
918,262.079986572,737.969970703
919,5913.59960938,147.899993896
920,610.679992676,431.459991455
921,231.0,38.7599983215
922,241.919998169,1246.94995117
923,243.599990845,1125.05993652
924,1677.47998047,73.9499969482
925,777.0,42.3299980164
926,153.720001221,17.3400001526
927,24487.6796875,297.839996338
928,390.599975586,124.949996948
929,225.959991455,1236.75
930,245.279998779,584.459960938
931,608.159973145,32.6399993896
932,530.880004883,214.709991455
933,142.800003052,336.089996338
934,2985.35986328,373.320007324
935,535.91998291,279.479980469
936,955.079956055,119.339996338
937,4404.11962891,198.38999939
938,41097.0,314.160003662
939,393.119995117,1323.95996094
940,197.399993896,-12.2399997711
941,250.319992065,570.179992676
942,3953.87988281,398.820007324
943,173.039993286,319.259979248
944,191.519989014,178.5
945,5422.19970703,-13.7699995041
946,222.599990845,880.769958496
947,268.799987793,362.100006104
948,314.160003662,-21.9300003052
949,431.759979248,510.0
950,210.839996338,169.830001831
951,429.239990234,1050.59997559
952,3853.07983398,230.519989014
953,12050.6396484,245.819992065
954,723.239990234,380.459991455
955,6415.91992188,133.11000061
956,147.0,845.070007324
957,133423.921875,1295.40002441
958,404.039978027,173.399993896
959,912.239990234,80.0699996948
960,430.91998291,87.2099990845
961,187.319992065,119.849998474
962,441.0,130.559997559
963,454.439971924,148.410003662
964,240.239990234,1369.85998535
