,FITC-A,PE-Tx-Red-YG-A
382,49.5599975586,51.5099983215
383,449.399993896,583.440002441
384,218.399993896,306.0
385,625.799987793,1316.30993652
386,80.6399993896,399.839996338
387,78.9599990845,3.56999993324
388,159.599990845,86.6999969482
389,303.239990234,206.550003052
390,38.6399993896,225.929992676
391,316.679992676,1765.10998535
392,93.2399978638,195.330001831
393,42.8400001526,100.979995728
394,85.6800003052,46.4099998474
395,166.319992065,49.9799995422
396,5.8799996376,10.1999998093
397,183.119995117,802.739990234
398,556.079956055,540.08996582
399,274.679992676,461.549987793
400,141.959991455,88.7399978638
401,101.63999939,188.699996948
402,116.759994507,334.049987793
403,342.720001221,370.259979248
404,163.799987793,144.839996338
405,196.559997559,270.809997559
406,129.36000061,71.9099960327
407,197.399993896,373.320007324
408,142.800003052,-114.239997864
409,81.4799957275,254.489990234
410,119.279998779,282.540008545
411,336.0,835.380004883
412,120.119995117,181.050003052
413,37.7999992371,244.799987793
414,351.119995117,986.849975586
415,240.239990234,471.239990234
416,72.2399978638,83.1299972534
417,28.5599994659,10.1999998093
418,246.119995117,402.899993896
419,471.239990234,227.459991455
420,188.159988403,247.349990845
421,220.919998169,33.1499977112
422,108.359992981,252.959991455
423,90.7199935913,220.830001831
424,98.2799987793,-77.0100021362
425,239.399993896,639.539978027
426,129.36000061,64.7699966431
427,115.919998169,-43.3499984741
428,49.5599975586,226.440002441
429,107.519996643,-73.4400024414
430,118.439994812,116.279998779
431,96.5999984741,-12.75
432,283.079986572,1090.38000488
433,42.0,110.159996033
434,37.7999992371,202.979995728
435,48.719997406,140.759994507
436,326.759979248,174.929992676
437,57.1199989319,57.6299972534
438,138.599990845,131.069992065
439,97.439994812,73.4400024414
440,27.7199993134,114.75
441,71.4000015259,-48.9599990845
442,-0.839999973774,103.019996643
443,216.719985962,366.179992676
444,257.880004883,933.299987793
445,127.679992676,264.179992676
446,26.8799991608,-27.5399990082
447,84.8399963379,285.600006104
448,38.6399993896,-18.8699989319
449,116.759994507,143.819992065
450,68.8799972534,213.179992676
451,357.0,208.589996338
452,128.519989014,107.61000061
453,197.399993896,399.839996338
454,71.4000015259,-63.75
455,121.799995422,105.569999695
456,137.759994507,197.369995117
457,32.7599983215,106.589996338
458,137.759994507,228.479995728
459,109.199996948,294.779998779
460,128.519989014,256.529998779
461,103.319999695,369.75
462,63.8399963379,358.019989014
463,78.9599990845,7.13999986649
464,204.119995117,327.929992676
465,112.559997559,150.959991455
466,37.7999992371,65.2799987793
467,51.2399978638,154.529998779
468,141.959991455,345.269989014
469,44.5200004578,130.050003052
470,275.519989014,1155.66003418
471,224.279998779,658.409973145
472,102.479995728,130.559997559
473,146.159988403,180.539993286
474,183.959991455,128.009994507
475,68.8799972534,118.829994202
476,331.799987793,327.41998291
477,77.2799987793,42.8400001526
478,127.679992676,198.38999939
479,128.519989014,222.869995117
480,295.679992676,562.020019531
481,85.6800003052,-3.05999994278
482,67.1999969482,177.479995728
483,99.9599990845,37.7399978638
484,44.5200004578,45.8999977112
485,139.440002441,111.689994812
486,-0.839999973774,161.669998169
487,173.039993286,423.809997559
488,89.8799972534,-81.5999984741
489,96.5999984741,297.839996338
490,42.8400001526,-20.9099998474
491,77.2799987793,-114.75
492,167.159988403,941.969970703
493,73.0799942017,169.830001831
494,116.759994507,183.089996338
495,62.1599998474,285.089996338
496,47.8799972534,172.88999939
497,43.6800003052,225.929992676
498,61.3199996948,112.199996948
499,204.119995117,461.039978027
500,93.2399978638,148.919998169
501,136.919998169,97.9199981689
502,49.5599975586,142.289993286
503,223.439987183,182.580001831
504,517.440002441,493.679992676
505,645.119995117,1771.22998047
506,110.879997253,35.7000007629
507,210.0,763.979980469
508,115.079994202,146.880004883
509,72.2399978638,268.260009766
510,68.8799972534,247.86000061
511,126.839996338,287.639984131
512,95.7599945068,-21.9300003052
513,171.36000061,-4.59000015259
514,74.7599945068,93.8399963379
515,105.0,96.9000015259
516,15.1199998856,129.029998779
517,75.5999984741,179.009994507
518,246.119995117,724.709960938
519,94.9199981689,124.439994812
520,61.3199996948,1.01999998093
521,99.1199951172,148.919998169
522,133.559997559,284.070007324
523,27.7199993134,-81.5999984741
524,52.0799980164,96.9000015259
525,63.8399963379,115.769996643
526,35.2799987793,100.979995728
527,288.119995117,835.890014648
528,677.880004883,990.929992676
529,133.559997559,-70.3799972534
530,139.440002441,0.509999990463
531,240.239990234,273.359985352
532,175.559997559,462.059997559
533,193.199996948,79.0499954224
534,215.879989624,906.779968262
535,86.5199966431,204.0
536,143.63999939,393.720001221
537,102.479995728,88.7399978638
538,83.1599960327,83.6399993896
539,157.919998169,261.119995117
540,213.36000061,180.029998779
541,137.759994507,181.050003052
542,84.8399963379,250.409988403
543,267.119995117,264.690002441
544,290.639984131,290.699981689
545,203.279998779,387.089996338
546,77.2799987793,-87.2099990845
547,187.319992065,266.220001221
548,253.679992676,441.149993896
549,138.599990845,-33.1499977112
550,110.039993286,87.7200012207
551,120.959999084,6.11999988556
552,245.279998779,288.149993896
553,88.1999969482,7.13999986649
554,13.4399995804,82.1100006104
555,147.839996338,52.0200004578
556,257.039978027,166.770004272
557,117.599998474,116.279998779
558,136.080001831,279.989990234
559,113.399993896,159.119995117
560,79.7999954224,459.509979248
561,64.6800003052,23.4599990845
562,28.5599994659,166.259994507
563,46.1999969482,217.769989014
564,128.519989014,325.889984131
565,268.799987793,198.38999939
566,226.799987793,410.549987793
567,115.079994202,-53.0400009155
568,165.479995728,427.889984131
569,39.4799995422,251.940002441
570,380.519989014,768.059997559
571,122.63999939,265.709991455
572,120.119995117,-28.5599994659
573,220.079986572,192.779998779
574,192.36000061,-107.099998474
575,116.759994507,81.5999984741
576,95.7599945068,199.919998169
577,253.679992676,91.7999954224
578,227.63999939,69.8699951172
579,141.959991455,569.66998291
580,73.9199981689,96.3899993896
581,370.440002441,1625.36999512
582,159.599990845,-9.18000030518
583,63.8399963379,217.769989014
584,144.479995728,120.869995117
585,48.719997406,-20.3999996185
586,130.199996948,71.9099960327
587,125.999992371,558.450012207
588,81.4799957275,145.349990845
589,76.439994812,-104.040000916
590,189.839996338,176.970001221
591,77.2799987793,233.069992065
592,71.4000015259,178.5
593,129.36000061,182.069992065
594,875.279968262,1517.25
595,193.199996948,79.0499954224
596,207.479995728,351.899993896
597,90.7199935913,125.459999084
598,105.839996338,224.399993896
599,73.9199981689,-102.509994507
600,118.439994812,46.9199981689
601,157.919998169,138.720001221
602,530.039978027,487.049987793
603,96.5999984741,-45.8999977112
604,151.199996948,471.239990234
605,672.83996582,827.729980469
606,57.1199989319,-26.5200004578
607,205.799987793,937.380004883
608,9.23999977112,-145.349990845
609,194.039993286,126.479995728
610,212.519989014,262.649993896
611,59.6399993896,140.759994507
612,309.119995117,384.539978027
613,120.959999084,512.039978027
614,187.319992065,334.559997559
615,236.879989624,1092.92993164
616,89.8799972534,403.410003662
617,136.080001831,353.940002441
618,56.2799987793,222.36000061
619,213.36000061,15.8099994659
620,170.519989014,24.9899997711
621,58.7999992371,231.029998779
622,108.359992981,241.229995728
623,30.2399997711,80.0699996948
624,180.599990845,63.75
625,124.319999695,-35.7000007629
626,263.759979248,505.410003662
627,133.559997559,222.869995117
628,133.559997559,-42.8400001526
629,222.599990845,175.949996948
630,724.91998291,890.459960938
631,36.9599990845,143.309997559
632,241.079986572,89.25
633,110.039993286,270.299987793
634,55.4399986267,119.849998474
635,110.879997253,374.850006104
636,76.439994812,133.11000061
637,255.359985352,283.049987793
638,57.9599990845,119.339996338
639,84.0,218.789993286
640,98.2799987793,226.440002441
641,333.479980469,673.709960938
642,288.959991455,1108.73999023
643,162.959991455,192.779998779
644,282.239990234,268.260009766
645,174.720001221,106.589996338
646,263.759979248,141.779998779
647,38.6399993896,17.3400001526
648,194.879989624,1052.64001465
649,36.1199989319,295.290008545
650,56.2799987793,-49.469997406
651,111.719993591,80.5800018311
652,86.5199966431,71.9099960327
653,204.119995117,873.630004883
654,28.5599994659,59.6699981689
655,86.5199966431,-63.2399978638
656,157.919998169,234.089996338
657,226.799987793,260.609985352
658,102.479995728,66.8099975586
659,62.1599998474,305.489990234
660,81.4799957275,102.509994507
661,45.3599967957,-9.68999958038
662,42.8400001526,186.660003662
663,37.7999992371,137.190002441
664,168.0,766.019958496
665,75.5999984741,81.5999984741
666,232.679992676,159.119995117
667,31.0799999237,-97.9199981689
668,321.720001221,879.75
669,97.439994812,15.2999992371
670,166.319992065,248.369995117
671,241.079986572,230.519989014
672,195.720001221,240.720001221
673,333.479980469,170.339996338
674,269.639984131,208.080001831
675,78.9599990845,-21.9300003052
676,141.119995117,267.75
677,135.239990234,267.75
678,85.6800003052,258.570007324
679,123.479995728,162.690002441
680,108.359992981,-34.6800003052
681,205.799987793,260.100006104
682,141.959991455,413.100006104
683,84.8399963379,304.470001221
684,134.399993896,42.8400001526
685,106.680000305,64.7699966431
686,215.879989624,251.940002441
687,-0.839999973774,-53.5499992371
688,65.5199966431,-104.549995422
689,114.239997864,299.369995117
690,225.119995117,1445.33996582
691,188.159988403,408.509979248
692,79.7999954224,274.889984131
693,84.0,110.159996033
694,266.279998779,228.989990234
695,168.839996338,845.579956055
696,234.359985352,450.329986572
697,70.5599975586,89.7599945068
698,83.1599960327,243.779998779
699,32.7599983215,116.279998779
700,86.5199966431,19.8899993896
701,192.36000061,489.089996338
702,115.919998169,36.2099990845
703,80.6399993896,110.669998169
704,72.2399978638,182.069992065
705,108.359992981,138.720001221
706,47.0399971008,-38.7599983215
707,425.879974365,682.380004883
708,53.7599983215,223.88999939
709,195.720001221,231.029998779
710,149.519989014,137.190002441
711,108.359992981,257.040008545
712,-31.9199981689,132.599990845
713,162.959991455,545.700012207
714,99.1199951172,80.0699996948
715,87.3600006104,-23.4599990845
716,109.199996948,120.36000061
717,102.479995728,39.7799987793
718,264.600006104,1085.79003906
719,52.0799980164,235.619995117
720,59.6399993896,231.029998779
721,124.319999695,350.880004883
722,342.720001221,136.169998169
723,141.959991455,117.809997559
724,80.6399993896,127.5
725,183.119995117,346.799987793
726,107.519996643,9.68999958038
727,105.0,139.229995728
728,100.799995422,581.909973145
729,122.63999939,168.809997559
730,272.160003662,285.600006104
731,101.63999939,105.059997559
732,101.63999939,38.25
733,36.9599990845,252.449996948
734,345.239990234,219.300003052
735,108.359992981,242.25
736,74.7599945068,131.069992065
737,61.3199996948,88.7399978638
738,178.080001831,358.529998779
739,68.8799972534,63.2399978638
740,103.319999695,72.9300003052
741,168.839996338,236.129989624
742,229.319992065,87.7200012207
743,73.0799942017,132.599990845
744,218.399993896,-41.8199996948
745,10.0799999237,165.75
746,118.439994812,301.410003662
747,42.8400001526,132.089996338
748,42.0,1.52999997139
749,148.679992676,257.040008545
750,136.080001831,71.4000015259
751,75.5999984741,73.4400024414
752,72.2399978638,91.2900009155
753,715.679992676,1423.41003418
754,473.759979248,503.369995117
755,113.399993896,207.059997559
756,83.1599960327,47.4300003052
757,84.0,252.449996948
758,177.239990234,717.570007324
759,42.8400001526,-45.3899993896
760,122.63999939,199.919998169
761,89.0400009155,164.729995728
762,126.839996338,33.6599998474
763,168.0,266.729980469
764,269.639984131,1452.47998047
765,260.399993896,682.890014648
766,73.0799942017,5.60999965668
767,104.159996033,329.970001221
768,194.879989624,1033.77001953
769,94.0799942017,206.550003052
770,367.91998291,306.0
771,62.9999961853,313.139984131
772,31.0799999237,179.009994507
773,225.959991455,429.929992676
774,133.559997559,244.799987793
775,272.160003662,74.4599990845
776,39.4799995422,100.979995728
777,5.03999996185,69.8699951172
778,76.439994812,285.089996338
779,153.720001221,321.299987793
780,431.759979248,541.619995117
781,31.0799999237,8.15999984741
782,93.2399978638,376.380004883
783,275.519989014,570.179992676
784,327.599975586,319.259979248
785,112.559997559,-44.3699989319
786,84.0,339.149993896
787,395.639984131,746.130004883
788,340.199981689,133.619995117
789,109.199996948,-15.2999992371
790,235.199996948,259.079986572
791,173.879989624,179.009994507
792,27.7199993134,166.770004272
793,74.7599945068,100.470001221
794,969.359985352,4456.37988281
795,347.759979248,23.4599990845
796,19.3199996948,153.509994507
797,62.1599998474,24.9899997711
798,141.959991455,856.799987793
799,47.8799972534,267.75
800,149.519989014,144.330001831
801,360.359985352,1232.66992188
802,93.2399978638,295.290008545
803,9.23999977112,195.839996338
804,47.0399971008,167.789993286
805,194.879989624,243.269989014
806,89.8799972534,182.069992065
807,174.720001221,231.029998779
808,58.7999992371,36.7200012207
809,74.7599945068,333.540008545
810,89.0400009155,19.3799991608
811,220.079986572,110.669998169
812,159.599990845,254.489990234
813,138.599990845,243.269989014
814,131.039993286,7.64999961853
815,667.799987793,553.859985352
816,91.5599975586,-45.3899993896
817,90.7199935913,394.229980469
818,229.319992065,417.690002441
819,133.559997559,147.899993896
820,101.63999939,108.629997253
821,218.399993896,359.039978027
822,102.479995728,107.61000061
823,272.160003662,647.190002441
824,67.1999969482,251.940002441
825,113.399993896,62.219997406
826,26.0399990082,-9.18000030518
827,62.9999961853,-37.2299995422
828,64.6800003052,135.660003662
829,276.359985352,478.889984131
830,263.759979248,104.549995422
831,113.399993896,160.13999939
832,56.2799987793,14.7899999619
833,61.3199996948,183.089996338
834,45.3599967957,88.2299957275
835,211.679992676,359.039978027
836,336.839996338,307.019989014
837,43.6800003052,326.399993896
838,31.0799999237,-20.9099998474
839,166.319992065,263.160003662
840,68.0400009155,386.070007324
841,147.0,223.88999939
842,225.959991455,21.4200000763
843,69.7200012207,125.970001221
844,149.519989014,112.709999084
845,81.4799957275,112.199996948
846,27.7199993134,-10.7100000381
847,41.1599998474,160.13999939
848,251.999984741,1595.2800293
849,120.959999084,289.679992676
850,247.799987793,465.119995117
851,292.319976807,569.66998291
852,59.6399993896,42.3299980164
853,120.119995117,229.5
854,96.5999984741,238.169998169
855,139.440002441,221.849990845
856,163.799987793,187.169998169
857,70.5599975586,-11.7299995422
858,31.0799999237,4.07999992371
859,24.359998703,67.3199996948
860,159.599990845,372.809997559
861,758.519958496,1254.59997559
862,181.439987183,93.8399963379
863,131.039993286,104.549995422
864,72.2399978638,359.549987793
865,88.1999969482,-72.4199981689
866,639.239990234,954.719970703
867,64.6800003052,148.410003662
868,54.5999984741,172.88999939
869,8.39999961853,28.5599994659
870,79.7999954224,-42.8400001526
871,52.9199981689,81.5999984741
872,23.5199985504,-86.189994812
873,42.0,23.4599990845
874,84.0,253.470001221
875,206.63999939,318.239990234
876,108.359992981,-65.7900009155
877,384.720001221,1224.0
878,52.0799980164,44.3699989319
879,45.3599967957,119.849998474
880,64.6800003052,99.4499969482
881,124.319999695,-8.15999984741
882,171.36000061,385.049987793
883,156.239990234,138.720001221
884,125.159996033,276.41998291
885,196.559997559,187.679992676
886,63.8399963379,68.8499984741
887,69.7200012207,13.7699995041
888,120.119995117,102.0
889,121.799995422,92.3099975586
890,143.63999939,888.929992676
891,125.999992371,413.100006104
892,410.759979248,500.309997559
893,165.479995728,1076.09997559
894,251.159988403,370.259979248
895,340.199981689,166.770004272
896,54.5999984741,309.570007324
897,136.080001831,435.029998779
898,131.879989624,223.379989624
899,148.679992676,137.190002441
900,112.559997559,412.079986572
901,122.63999939,666.059997559
902,105.839996338,89.7599945068
903,191.519989014,216.239990234
904,212.519989014,448.289978027
905,73.9199981689,18.8699989319
906,299.039978027,417.179992676
907,20.1599998474,191.25
908,195.720001221,275.399993896
909,421.679992676,436.049987793
910,137.759994507,35.1899986267
911,173.039993286,134.63999939
912,88.1999969482,-118.319999695
913,105.0,118.319999695
914,76.439994812,147.899993896
915,152.879989624,144.330001831
916,192.36000061,966.959960938
917,267.959991455,862.91998291
918,49.5599975586,114.239997864
919,24.359998703,177.989990234
920,236.039993286,297.839996338
921,611.519958496,522.75
922,247.799987793,274.380004883
923,248.63999939,285.089996338
924,66.3600006104,18.8699989319
925,294.839996338,506.940002441
926,100.799995422,200.429992676
927,105.839996338,-15.2999992371
928,201.599990845,224.909988403
929,79.7999954224,181.559997559
930,84.8399963379,96.9000015259
931,62.9999961853,190.739990234
932,12.5999994278,127.5
933,112.559997559,106.589996338
934,187.319992065,677.279968262
935,356.160003662,164.220001221
936,121.799995422,-66.2999954224
937,117.599998474,106.080001831
938,490.559997559,324.869995117
939,69.7200012207,145.349990845
940,120.959999084,36.2099990845
941,362.039978027,315.179992676
942,168.0,926.159973145
943,147.0,213.179992676
944,315.839996338,322.829986572
945,191.519989014,1001.13000488
946,130.199996948,853.229980469
947,33.5999984741,256.529998779
948,71.4000015259,181.050003052
949,86.5199966431,-122.399993896
950,121.799995422,-97.4099960327
951,78.9599990845,85.1699981689
952,113.399993896,208.080001831
